date,tavg,tmin,tmax,prcp,wdir,wspd,pres
8/9/2017,22.1,19.0,25,0.12,34.0,11.1,1005.0
9/9/2017,21.9,18.0,27,0.0,162.55122129055778,6.6,1012.5
10/9/2017,22.7,17.0,29,0.0,156.0,9.4,1014.5
11/9/2017,24.4,20.0,29,0.0,153.0,14.6,1014.6
12/9/2017,25.5,23.0,28,0.18,199.0,14.2,1007.5
13/9/2017,25.0,22.0,29,0.12,162.55122129055778,9.4,1012.0
14/9/2017,24.0,22.0,28,0.0,28.0,12.4,1014.0
15/9/2017,21.8,17.0,26,0.0,162.55122129055778,8.4,1016.3
16/9/2017,20.2,19.0,22,0.0,34.0,12.6,1018.5
19/9/2017,23.5,21.0,27,0.0,72.0,11.7,1008.9
20/9/2017,23.0,20.0,25,0.0,190.0,8.1,1006.8
21/9/2017,22.8,19.0,27,0.0,162.55122129055778,10.0,1009.9
22/9/2017,22.9,19.0,27,0.0,105.0,13.4,1016.4
24/9/2017,20.7,17.0,26,0.0,162.55122129055778,5.9,1015.1
25/9/2017,22.1,18.0,27,0.0,118.0,8.0,1014.3
26/9/2017,22.2,19.0,27,0.0,162.55122129055778,7.8,1014.6
27/9/2017,22.4,18.0,26,0.0,165.0,12.5,1011.7
29/9/2017,18.7,16.0,23,0.14,94.0,9.0,1012.3
30/9/2017,19.4,16.0,22,0.0,162.55122129055778,8.0,1018.9
1/10/2017,19.3,15.0,24,0.0,78.0,8.6,1023.0
2/10/2017,21.2,16.0,25,0.0,162.0,9.3,1017.0
3/10/2017,22.0,19.0,26,0.16,162.55122129055778,8.8,1008.8
4/10/2017,17.4,15.0,19,0.0,54.0,14.4,1017.8
5/10/2017,15.8,13.0,19,0.0,38.0,12.8,1026.6
6/10/2017,16.0,13.0,19,0.0,358.0,16.7,1027.0
8/10/2017,19.8,17.0,24,0.0,31.0,9.7,1022.4
9/10/2017,19.2,15.0,25,0.0,162.55122129055778,7.8,1021.9
10/10/2017,21.8,17.0,27,0.0,162.55122129055778,5.4,1016.2
11/10/2017,19.5,17.0,21,0.0,162.55122129055778,9.6,1014.8
12/10/2017,21.9,18.0,28,0.0,70.0,10.9,1012.8
13/10/2017,16.0,15.0,19,0.06,30.0,16.9,1017.3
15/10/2017,15.2,14.0,17,0.18,1.0,14.0,1024.0
18/10/2017,13.3,8.0,18,0.06,16.0,14.2,1023.1
24/10/2017,13.9,10.0,17,0.0,24.0,12.0,1021.3
25/10/2017,13.2,12.0,15,0.06,341.0,17.5,1018.8
27/10/2017,14.0,7.0,20,0.0,7.0,10.9,1022.1
28/10/2017,15.3,14.0,17,0.0,356.0,17.2,1025.0
31/10/2017,11.4,5.0,17,0.0,162.55122129055778,7.9,1020.8
1/11/2017,13.7,9.0,21,0.0,162.55122129055778,5.5,1020.7
2/11/2017,14.5,8.0,21,0.0,162.55122129055778,10.5,1018.2
3/11/2017,15.7,13.0,20,0.22,13.0,13.3,1014.0
4/11/2017,15.0,10.0,21,0.0,5.0,10.7,1012.7
5/11/2017,10.0,5.0,16,0.02,162.55122129055778,5.6,1024.6
6/11/2017,13.3,5.0,21,0.0,162.55122129055778,6.9,1024.5
7/11/2017,15.4,8.0,22,0.0,162.55122129055778,7.7,1021.5
8/11/2017,16.4,12.0,19,0.0,162.55122129055778,9.5,1013.8
9/11/2017,13.1,9.0,18,0.0,162.55122129055778,13.0,1014.6
10/11/2017,12.8,6.0,18,0.0,162.55122129055778,8.0,1019.1
11/11/2017,16.5,11.0,21,0.0,267.0,17.7,1005.3
12/11/2017,10.7,6.0,15,0.0,162.55122129055778,12.0,1016.5
13/11/2017,11.0,5.0,17,0.0,162.55122129055778,8.0,1019.8
15/11/2017,11.6,7.0,16,0.16,359.0,10.2,1010.4
16/11/2017,10.3,5.0,15,0.0,351.0,13.2,1013.3
17/11/2017,9.3,5.0,13,0.0,16.0,10.9,1019.9
18/11/2017,9.9,7.0,13,0.0,162.55122129055778,8.5,1007.4
19/11/2017,7.5,4.0,11,0.02,329.0,14.4,1010.5
20/11/2017,4.9,-1.0,9,0.0,162.55122129055778,6.2,1017.0
21/11/2017,5.5,0.0,10,0.0,162.55122129055778,9.0,1022.4
22/11/2017,6.4,0.0,13,0.0,162.55122129055778,6.5,1013.3899607002501
25/11/2017,6.3,-1.0,14,0.0,162.55122129055778,5.9,1013.3899607002501
26/11/2017,10.6,2.0,18,0.0,241.0,13.3,1020.5
27/11/2017,11.1,7.0,13,0.0,27.0,13.9,1025.6
28/11/2017,11.8,9.0,15,0.0,332.0,13.1,1024.3
29/11/2017,12.3,4.0,19,0.0,162.55122129055778,7.2,1015.6
30/11/2017,11.3,10.0,13,0.0,24.0,12.4,1013.7
1/12/2017,8.5,7.0,10,0.02,350.0,15.1,1015.8
2/12/2017,7.3,3.0,11,0.0,15.0,13.8,1023.9
3/12/2017,7.7,4.0,13,0.0,313.0,8.9,1021.2
4/12/2017,8.0,2.0,13,0.0,307.0,8.4,1012.7
5/12/2017,8.7,4.0,14,0.0,253.0,8.1,1004.5
6/12/2017,5.8,0.0,11,0.0,162.55122129055778,9.0,1013.3899607002501
7/12/2017,5.8,1.0,13,0.0,162.55122129055778,8.1,1017.9
8/12/2017,3.6,-1.0,7,0.0,162.55122129055778,9.5,1013.3899607002501
9/12/2017,3.7,-2.0,10,0.18,162.55122129055778,6.3,1013.8
10/12/2017,6.3,-1.0,13,0.0,162.55122129055778,8.7,1014.7
11/12/2017,11.0,5.0,17,0.0,235.0,15.7,1003.8
12/12/2017,5.3,-1.0,10,0.0,162.55122129055778,8.1,1009.6
13/12/2017,4.3,-1.0,10,0.0,314.0,12.6,1013.5
14/12/2017,4.0,-2.0,9,0.0,309.0,14.8,1020.1
15/12/2017,4.2,-2.0,9,0.0,162.55122129055778,6.1,1022.3
16/12/2017,7.9,0.0,14,0.0,162.55122129055778,8.1,1011.0
17/12/2017,5.8,-1.0,9,0.0,315.0,16.1,1012.7
18/12/2017,2.2,-4.0,9,0.0,162.55122129055778,5.5,1021.8
19/12/2017,4.5,-4.0,12,0.0,162.55122129055778,9.1,1017.7
20/12/2017,4.5,-1.0,9,0.0,162.55122129055778,7.7,1024.4
21/12/2017,4.4,-2.0,10,0.0,350.0,14.1,1024.4
22/12/2017,3.5,-2.0,10,0.0,162.55122129055778,6.2,1013.3899607002501
23/12/2017,4.6,-2.0,13,0.0,162.55122129055778,6.0,1020.2
24/12/2017,5.1,1.0,11,0.0,162.55122129055778,6.3,1017.5
26/12/2017,7.2,3.0,12,0.0,162.55122129055778,10.2,1006.4
27/12/2017,3.2,-2.0,8,0.0,284.0,15.4,1008.0
28/12/2017,3.8,0.0,9,0.0,292.0,15.9,1015.7
29/12/2017,4.5,0.0,9,0.0,297.0,14.0,1014.5
30/12/2017,3.8,-4.0,10,0.0,162.55122129055778,12.6,1018.5
31/12/2017,2.8,0.0,5,0.0,328.0,10.0,1018.0
1/1/2018,4.3,-3.0,12,0.0,295.0,9.4,1013.3899607002501
2/1/2018,5.1,0.0,10,0.0,277.0,14.9,1013.6
3/1/2018,2.9,-2.0,7,0.0,305.0,19.0,1011.6
4/1/2018,2.5,-4.0,9,0.0,162.55122129055778,11.0,1017.1
5/1/2018,2.0,-2.0,6,0.0,352.0,8.5,1013.3899607002501
6/1/2018,3.2,-3.0,10,0.0,162.55122129055778,7.4,1010.1
7/1/2018,4.5,1.0,10,0.0,162.55122129055778,8.9,1018.5
8/1/2018,5.0,0.0,9,0.0,162.55122129055778,5.5,1014.5
10/1/2018,5.4,-3.0,11,0.0,222.0,15.1,1005.9
11/1/2018,4.0,-2.0,9,0.0,162.55122129055778,8.1,1010.7
12/1/2018,0.8,-5.0,6,0.0,162.55122129055778,7.9,1018.2
13/1/2018,1.1,-4.0,8,0.0,309.0,8.4,1013.3899607002501
14/1/2018,0.8,-4.0,6,0.0,162.55122129055778,8.3,1013.3899607002501
15/1/2018,3.3,-5.0,13,0.0,162.55122129055778,8.9,1023.0
16/1/2018,4.5,-3.0,14,0.0,162.55122129055778,4.5,1018.6
17/1/2018,7.5,1.0,12,0.0,162.55122129055778,7.7,1012.3
19/1/2018,6.5,3.0,10,0.0,23.0,10.0,1017.6
20/1/2018,4.9,0.0,8,0.0,162.55122129055778,7.3,1016.7
21/1/2018,3.8,-2.0,10,0.0,162.55122129055778,6.6,1013.3899607002501
24/1/2018,1.0,-3.0,6,0.0,162.55122129055778,10.9,1005.0
25/1/2018,-0.8,-3.0,3,0.0,290.0,16.6,1013.3899607002501
26/1/2018,0.0,-5.0,4,0.0,305.0,19.3,1013.3899607002501
27/1/2018,1.2,-5.0,6,0.0,162.55122129055778,16.9,1013.5
28/1/2018,0.8,-5.0,6,0.0,162.55122129055778,8.0,1015.2
29/1/2018,2.5,-4.0,9,0.0,162.55122129055778,10.9,1005.9
30/1/2018,1.4,-2.0,5,0.0,18.0,10.6,1013.3899607002501
31/1/2018,2.5,-3.0,9,0.0,162.55122129055778,6.4,1013.3899607002501
1/2/2018,3.5,0.0,6,0.0,17.0,17.1,1023.5
3/2/2018,4.1,0.0,8,0.06,346.0,11.2,1015.1
4/2/2018,3.9,-2.0,10,0.0,162.55122129055778,7.1,1008.6
5/2/2018,2.3,-1.0,7,0.0,289.0,9.9,1009.4
6/2/2018,1.0,-6.0,6,0.0,162.55122129055778,7.0,1010.0
7/2/2018,2.1,-4.0,7,0.0,294.0,11.8,1012.4
8/2/2018,1.8,-5.0,8,0.0,298.0,7.1,1018.3
9/2/2018,1.5,-7.0,9,0.0,162.55122129055778,5.1,1024.1
10/2/2018,5.6,-3.0,12,0.0,162.55122129055778,7.4,1018.0
11/2/2018,7.9,3.0,13,0.06,162.55122129055778,7.2,1003.3
12/2/2018,3.5,-2.0,7,0.0,270.0,11.3,1008.8
13/2/2018,2.0,-5.0,8,0.0,269.0,8.5,1012.7
14/2/2018,4.0,-5.0,10,0.0,162.55122129055778,10.0,1016.5
15/2/2018,9.1,4.0,12,0.0,93.0,14.6,1010.6
16/2/2018,5.3,3.0,8,0.0,53.0,12.2,1013.7
17/2/2018,6.0,1.0,12,0.0,314.0,16.5,1005.2
18/2/2018,2.0,-3.0,7,0.0,298.0,16.0,1013.3899607002501
19/2/2018,3.8,-3.0,10,0.0,162.55122129055778,6.9,1018.6
20/2/2018,6.3,4.0,10,0.0,162.55122129055778,10.6,1014.4
21/2/2018,5.0,2.0,8,0.0,49.0,14.4,1014.8
22/2/2018,2.5,1.0,5,0.06,23.0,14.7,1019.8
23/2/2018,3.7,-1.0,8,0.04,162.55122129055778,13.5,1019.1
24/2/2018,5.5,-4.0,14,0.0,262.0,9.2,1021.1
25/2/2018,4.7,3.0,6,0.0,40.0,13.4,1024.0
26/2/2018,5.5,3.0,9,0.0,16.0,18.5,1021.1
27/2/2018,5.1,1.0,11,0.0,25.0,9.8,1021.7
28/2/2018,7.1,-2.0,13,0.0,38.0,11.4,1019.8
2/3/2018,8.8,4.0,13,0.0,308.0,13.5,1005.7
3/3/2018,7.7,-1.0,15,0.0,162.55122129055778,7.2,1017.1
4/3/2018,12.5,4.0,20,0.0,199.0,13.1,1017.9
5/3/2018,16.1,8.0,21,0.0,187.0,20.3,1009.8
8/3/2018,7.2,4.0,16,0.02,349.0,17.6,1022.5
10/3/2018,6.6,4.0,9,0.16,19.0,15.2,1016.8
11/3/2018,7.7,2.0,15,0.0,23.0,12.9,1018.4
12/3/2018,6.3,-1.0,14,0.0,162.55122129055778,9.0,1020.8
13/3/2018,10.0,3.0,16,0.0,219.0,9.2,1021.0
14/3/2018,12.5,3.0,22,0.0,162.55122129055778,6.0,1019.2
15/3/2018,14.2,6.0,22,0.0,162.55122129055778,16.5,1016.7
17/3/2018,5.4,1.0,9,0.16,55.0,15.0,1025.3
18/3/2018,9.6,0.0,16,0.0,173.0,9.0,1024.1
19/3/2018,13.8,6.0,18,0.0,162.55122129055778,10.8,1015.7
21/3/2018,6.7,5.0,9,0.22,29.0,18.9,1017.0
23/3/2018,10.9,9.0,14,0.0,162.55122129055778,10.0,1010.4
24/3/2018,10.2,6.0,14,0.1,73.0,10.8,1018.0
25/3/2018,10.8,4.0,18,0.0,162.55122129055778,9.3,1019.0
26/3/2018,12.4,5.0,20,0.0,213.0,8.0,1019.0
27/3/2018,13.6,7.0,21,0.0,162.55122129055778,7.1,1017.8
28/3/2018,15.5,10.0,22,0.0,162.55122129055778,6.6,1015.8
29/3/2018,15.9,8.0,24,0.0,162.55122129055778,7.6,1013.5
30/3/2018,12.0,5.0,15,0.0,46.0,17.5,1020.2
31/3/2018,10.6,3.0,16,0.0,162.55122129055778,9.7,1022.5
1/4/2018,14.9,10.0,20,0.0,193.0,13.4,1017.2
2/4/2018,15.7,10.0,22,0.0,162.55122129055778,11.2,1016.3
3/4/2018,16.8,13.0,22,0.0,150.0,9.0,1017.0
4/4/2018,17.9,11.0,25,0.0,162.55122129055778,14.1,1011.7
5/4/2018,12.7,12.0,14,0.0,98.0,16.5,1018.7
6/4/2018,17.5,11.0,22,0.0,222.0,23.6,1007.7
7/4/2018,16.8,8.0,22,0.04,207.0,23.6,998.1
8/4/2018,10.4,4.0,15,0.0,107.0,10.5,1010.3
9/4/2018,12.4,5.0,18,0.0,256.0,15.5,1014.4
10/4/2018,11.6,4.0,17,0.0,105.0,11.8,1021.1
12/4/2018,19.3,15.0,25,0.0,246.0,14.8,1008.4
13/4/2018,13.5,9.0,19,0.0,16.0,13.9,1019.1
14/4/2018,13.7,6.0,18,0.0,154.0,16.1,1018.9
16/4/2018,12.9,10.0,17,0.0,60.0,12.1,1014.5
17/4/2018,13.8,11.0,17,0.0,75.0,12.1,1023.5
20/4/2018,16.4,10.0,23,0.0,162.55122129055778,9.9,1017.0
21/4/2018,17.2,8.0,26,0.0,218.0,9.7,1019.5
22/4/2018,19.4,9.0,28,0.0,151.0,7.9,1016.8
23/4/2018,15.1,14.0,17,0.0,43.0,16.5,1020.3
24/4/2018,17.5,14.0,22,0.0,151.0,11.6,1014.1
27/4/2018,17.1,10.0,22,0.0,193.0,9.4,1009.7
28/4/2018,17.2,13.0,22,0.0,184.0,10.9,1012.2
29/4/2018,19.5,14.0,24,0.0,177.0,15.8,1016.8
30/4/2018,19.4,15.0,23,0.0,166.0,17.5,1016.0
1/5/2018,19.5,14.0,27,0.0,132.0,9.8,1015.0
2/5/2018,19.7,15.0,24,0.0,151.0,11.4,1012.8
4/5/2018,16.9,13.0,22,0.0,60.0,18.4,1013.3899607002501
5/5/2018,17.3,9.0,24,0.0,162.55122129055778,10.9,1013.3899607002501
6/5/2018,19.8,11.0,26,0.0,191.0,15.9,1013.3899607002501
7/5/2018,17.7,14.0,20,0.02,206.0,21.5,1006.5
10/5/2018,11.3,8.0,15,0.1,348.0,9.2,1017.3
12/5/2018,17.8,10.0,24,0.0,162.55122129055778,7.3,1015.3
13/5/2018,17.7,13.0,23,0.0,197.0,13.4,1010.1
15/5/2018,20.7,12.0,28,0.0,218.0,9.2,1011.6
16/5/2018,21.9,15.0,28,0.0,199.0,14.8,1011.1
17/5/2018,23.2,20.0,27,0.0,216.0,15.8,1006.6
18/5/2018,19.1,17.0,21,0.0,46.0,11.1,1005.6
19/5/2018,19.3,13.0,23,0.0,117.0,16.9,1002.6
20/5/2018,14.6,12.0,19,0.0,37.0,18.7,1013.3899607002501
21/5/2018,16.9,9.0,25,0.0,162.55122129055778,5.9,1019.4
22/5/2018,18.0,10.0,25,0.0,154.0,8.3,1018.3
23/5/2018,17.8,13.0,22,0.0,162.55122129055778,8.4,1010.1
25/5/2018,21.2,15.0,27,0.0,182.0,12.8,1006.3
26/5/2018,20.0,17.0,25,0.0,52.0,14.7,1008.7
27/5/2018,19.4,16.0,24,0.0,59.0,10.6,1010.7
28/5/2018,21.0,17.0,24,0.0,162.55122129055778,8.5,1013.3899607002501
29/5/2018,21.6,17.0,26,0.0,175.0,11.1,1014.7
30/5/2018,20.3,17.0,24,0.0,141.0,10.2,1013.3
1/6/2018,20.1,17.0,24,0.0,33.0,11.5,1009.2
2/6/2018,19.9,16.0,24,0.0,162.55122129055778,8.4,1015.4
3/6/2018,20.3,14.0,27,0.0,162.55122129055778,8.9,1016.4
4/6/2018,21.8,17.0,27,0.0,162.55122129055778,8.9,1015.5
5/6/2018,22.1,19.0,26,0.0,74.0,11.1,1014.5
6/6/2018,20.1,18.0,23,0.02,205.0,6.5,1012.5
8/6/2018,22.6,17.0,26,0.0,181.0,13.6,1008.0
9/6/2018,24.4,21.0,30,0.04,140.0,14.4,1003.6
10/6/2018,20.0,19.0,21,0.0,65.0,19.0,1009.0
13/6/2018,19.5,18.0,23,0.0,105.0,10.8,1002.3
14/6/2018,18.9,18.0,21,0.0,96.0,11.8,1009.5
15/6/2018,17.5,16.0,19,0.0,35.0,21.0,1008.8
17/6/2018,17.5,14.0,20,0.0,97.0,9.4,1015.7
18/6/2018,19.7,17.0,22,0.0,117.0,11.2,1012.1
19/6/2018,21.8,19.0,25,0.08,40.0,14.7,1008.8
22/6/2018,21.2,17.0,26,0.0,116.0,11.4,1007.0
23/6/2018,19.4,17.0,22,0.0,162.55122129055778,6.8,1006.3
25/6/2018,24.0,17.0,32,0.04,114.0,9.6,1010.8
26/6/2018,25.2,22.0,30,0.0,190.0,10.8,1013.8
30/6/2018,28.5,25.0,33,0.0,202.0,18.4,1016.5
1/7/2018,27.7,24.0,32,0.0,189.0,15.7,1018.3
2/7/2018,28.2,23.0,33,0.0,213.0,13.4,1014.1
3/7/2018,27.3,22.0,32,0.0,205.0,16.1,1008.8
8/7/2018,26.6,23.0,31,0.0,158.0,15.2,1015.5
9/7/2018,26.0,24.0,30,0.14,155.0,12.6,1018.7
10/7/2018,26.9,23.0,31,0.0,165.0,12.4,1017.9
11/7/2018,27.3,23.0,32,0.0,162.55122129055778,7.6,1014.3
12/7/2018,25.7,23.0,29,0.14,110.0,11.0,1012.8
13/7/2018,27.3,24.0,31,0.0,171.0,8.6,1009.3
14/7/2018,28.0,23.0,33,0.0,162.55122129055778,9.5,1010.1
15/7/2018,28.3,25.0,32,0.0,162.55122129055778,10.9,1011.6
16/7/2018,28.8,24.0,35,0.0,187.0,10.0,1011.3
17/7/2018,28.6,24.0,34,0.0,194.0,9.9,1010.8
18/7/2018,28.8,24.0,33,0.0,158.0,8.4,1009.8
19/7/2018,28.6,24.0,34,0.0,172.0,10.1,1010.2
20/7/2018,28.9,24.0,34,0.0,182.0,13.8,1011.0
21/7/2018,29.3,24.0,34,0.0,208.0,11.0,1010.3
22/7/2018,29.7,24.0,34,0.0,175.0,7.9,1008.0
23/7/2018,29.8,25.0,35,0.0,130.0,9.1,1005.4
24/7/2018,28.0,25.0,33,0.0,79.0,11.9,1006.4
25/7/2018,26.7,24.0,31,0.1,74.0,13.5,1009.0
26/7/2018,25.3,22.0,30,0.0,59.0,13.1,1009.8
27/7/2018,23.8,21.0,28,0.0,39.0,17.0,1008.8
30/7/2018,26.5,25.0,29,0.0,82.0,8.8,1008.8
31/7/2018,27.1,23.0,31,0.0,122.0,8.6,1006.4
1/8/2018,28.6,23.0,34,0.0,182.0,7.5,1003.3
2/8/2018,28.8,24.0,34,0.0,168.0,6.6,1004.5
3/8/2018,28.5,25.0,33,0.0,57.0,10.2,1005.8
4/8/2018,27.8,25.0,31,0.0,100.0,11.7,1007.0
5/8/2018,29.5,25.0,35,0.0,196.0,10.8,1004.3
6/8/2018,25.8,23.0,30,0.0,75.0,15.0,1004.1
10/8/2018,28.8,24.0,33,0.0,205.0,13.7,1001.4
11/8/2018,27.5,24.0,31,0.0,166.0,8.7,1004.0
12/8/2018,26.1,24.0,29,0.02,36.0,10.2,1009.4
13/8/2018,27.9,25.0,33,0.0,192.0,7.8,1011.3
15/8/2018,28.8,26.0,32,0.0,203.0,17.6,1013.1
17/8/2018,25.1,20.0,29,0.0,347.0,12.1,1006.8
18/8/2018,20.9,17.0,25,0.0,47.0,10.8,1012.6
19/8/2018,22.0,17.0,27,0.0,102.0,7.9,1014.4
20/8/2018,23.1,19.0,25,0.0,29.0,10.9,1013.3
21/8/2018,27.2,23.0,32,0.0,167.0,13.0,1012.0
22/8/2018,28.5,25.0,34,0.0,183.0,14.7,1013.5
23/8/2018,28.0,24.0,32,0.0,157.0,17.8,1014.6
25/8/2018,29.7,27.0,34,0.02,229.0,19.4,1009.2
26/8/2018,29.8,25.0,36,0.0,227.0,7.0,1009.8
27/8/2018,28.1,24.0,34,0.0,72.0,12.1,1011.5
29/8/2018,24.9,24.0,27,0.0,42.0,12.6,1012.4
30/8/2018,27.7,24.0,34,0.02,196.0,11.2,1011.2
31/8/2018,27.9,23.0,34,0.0,207.0,13.9,1007.9
1/9/2018,25.5,23.0,31,0.04,54.0,11.0,1008.3
6/9/2018,27.4,24.0,31,0.0,217.0,16.4,1006.9
7/9/2018,27.5,25.0,31,0.0,207.0,20.9,1009.1
8/9/2018,27.9,24.0,33,0.0,195.0,18.1,1011.3
9/9/2018,27.5,24.0,32,0.0,178.0,14.1,1014.3
10/9/2018,24.4,21.0,27,0.0,148.0,11.6,1013.5
12/9/2018,21.0,18.0,25,0.0,32.0,15.7,1022.6
13/9/2018,21.3,18.0,24,0.0,32.0,9.3,1020.1
14/9/2018,22.0,21.0,24,0.22,70.0,6.2,1018.7
16/9/2018,22.7,21.0,25,0.0,83.0,6.8,1012.6
17/9/2018,23.3,19.0,29,0.0,103.0,9.7,1011.1
18/9/2018,22.9,20.0,26,0.1796611945511701,76.0,9.2,1013.7
19/9/2018,21.3,18.0,25,0.08,54.0,14.8,1013.9
20/9/2018,19.7,16.0,24,0.0,28.0,12.6,1014.6
23/9/2018,23.8,22.0,27,0.0,70.0,10.7,1015.6
24/9/2018,23.6,22.0,27,0.06,19.0,11.7,1014.6
25/9/2018,20.7,19.0,23,0.0,25.0,15.4,1014.1
28/9/2018,18.0,12.0,24,0.04,1.0,6.5,1016.3
29/9/2018,19.0,15.0,23,0.0,19.0,7.4,1019.0
2/10/2018,20.6,14.0,26,0.0,188.0,6.8,1011.3
3/10/2018,19.7,16.0,22,0.0,358.0,10.6,1019.1
4/10/2018,19.9,18.0,22,0.0,20.0,15.2,1025.1
5/10/2018,19.5,18.0,20,0.08,3.0,16.6,1025.0
7/10/2018,27.1,23.0,32,0.0,224.0,18.1,1007.5
8/10/2018,21.8,19.0,23,0.0,49.0,14.7,1014.0
9/10/2018,20.5,17.0,25,0.0,18.0,11.6,1014.9
10/10/2018,21.1,17.0,25,0.0,49.0,10.7,1015.1
11/10/2018,21.6,21.0,23,0.06,38.0,11.3,1013.2
12/10/2018,19.5,18.0,21,0.0,30.0,12.3,1015.6
13/10/2018,17.0,16.0,18,0.0,15.0,16.1,1022.6
15/10/2018,17.0,14.0,20,0.0,11.0,9.0,1018.3
16/10/2018,17.5,14.0,20,0.02,357.0,11.4,1013.2
17/10/2018,17.5,15.0,21,0.04,5.0,14.2,1010.4
18/10/2018,16.5,12.0,20,0.0,12.0,17.2,1015.4
19/10/2018,17.1,14.0,20,0.0,8.0,17.7,1016.9
20/10/2018,16.8,14.0,21,0.02,355.0,17.6,1016.6
22/10/2018,15.3,9.0,21,0.0,5.0,10.3,1022.8
23/10/2018,14.5,13.0,16,0.1796611945511701,342.0,13.3,1020.9
24/10/2018,16.9,14.0,21,0.06,351.0,14.7,1014.3
25/10/2018,16.3,12.0,20,0.0,17.0,11.7,1017.5
26/10/2018,16.1,11.0,21,0.0,72.0,9.1,1019.8
28/10/2018,17.0,12.0,20,0.0,6.0,14.6,1008.3
29/10/2018,16.3,10.0,22,0.0,183.0,7.0,1008.5
30/10/2018,16.8,10.0,22,0.0,330.0,8.3,1010.1
31/10/2018,13.9,10.0,19,0.0,326.0,9.9,1012.8
1/11/2018,11.4,5.0,18,0.0,349.0,7.9,1018.1
2/11/2018,11.9,6.0,18,0.0,21.0,8.3,1023.8
3/11/2018,13.1,8.0,19,0.0,33.0,7.6,1024.6
4/11/2018,15.2,11.0,20,0.0,0.0,6.8,1021.9
5/11/2018,17.8,15.0,22,0.06,30.0,8.0,1021.0
6/11/2018,18.5,16.0,23,0.0,29.0,11.4,1019.9
8/11/2018,16.2,11.0,20,0.0,3.0,20.2,1023.0
9/11/2018,15.9,14.0,18,0.1,285.0,7.3,1019.2
10/11/2018,17.5,15.0,21,0.2,354.0,10.2,1016.6
11/11/2018,14.6,10.0,19,0.04,92.0,5.3,1019.5
12/11/2018,15.7,13.0,20,0.02,329.0,5.9,1013.8
13/11/2018,15.2,14.0,17,0.06,22.0,17.2,1012.1
14/11/2018,13.2,10.0,16,0.0,18.0,18.8,1014.8
15/11/2018,10.0,4.0,16,0.0,356.0,9.9,1021.5
16/11/2018,12.0,6.0,18,0.0,359.0,7.4,1021.1
17/11/2018,13.7,10.0,19,0.0,352.0,9.2,1015.7
18/11/2018,12.5,8.0,16,0.0,24.0,12.2,1017.9
19/11/2018,12.6,11.0,14,0.0,345.0,8.0,1013.4
21/11/2018,10.1,3.0,17,0.0,323.0,6.0,1020.9
22/11/2018,11.0,7.0,14,0.22,323.0,11.7,1010.5
23/11/2018,9.0,5.0,14,0.0,20.0,11.1,1017.9
24/11/2018,9.0,6.0,12,0.0,10.0,13.4,1024.5
25/11/2018,9.3,4.0,15,0.0,294.0,7.2,1022.1
26/11/2018,10.8,4.0,17,0.0,16.0,6.2,1022.5
27/11/2018,12.0,8.0,17,0.0,329.0,6.3,1020.3
28/11/2018,12.4,6.0,18,0.0,343.0,7.1,1016.0
29/11/2018,12.4,11.0,14,0.02,38.0,17.2,1017.6
30/11/2018,10.3,6.0,15,0.0,14.0,9.6,1020.6
1/12/2018,11.1,6.0,17,0.0,324.0,11.8,1019.7
2/12/2018,9.9,6.0,14,0.0,5.0,12.4,1028.5
3/12/2018,11.3,8.0,14,0.0,247.0,5.3,1024.6
4/12/2018,17.0,11.0,23,0.0,240.0,13.1,1014.1
5/12/2018,16.2,14.0,20,0.0,24.0,11.0,1016.0
7/12/2018,11.2,8.0,15,0.1,324.0,7.1,1009.6
8/12/2018,8.6,5.0,10,0.0,4.0,12.8,1014.5
9/12/2018,5.4,2.0,8,0.0,351.0,12.9,1021.2
10/12/2018,4.1,1.0,8,0.0,349.0,11.5,1027.4
11/12/2018,5.0,0.0,9,0.0,354.0,14.3,1027.8
13/12/2018,6.2,3.0,9,0.02,359.0,10.6,1019.2
14/12/2018,5.0,1.0,10,0.02,322.0,15.4,1019.8
15/12/2018,3.3,-3.0,8,0.0,356.0,11.8,1025.4
16/12/2018,1.9,-4.0,8,0.0,304.0,5.0,1022.6
17/12/2018,6.3,3.0,11,0.08,330.0,6.7,1006.6
18/12/2018,6.6,3.0,12,0.02,276.0,7.2,1010.2
19/12/2018,6.4,-2.0,12,0.0,255.0,6.8,1014.5
20/12/2018,7.6,1.0,14,0.0,323.0,7.7,1018.1
21/12/2018,7.7,0.0,14,0.0,24.0,6.6,1023.5
22/12/2018,9.3,5.0,13,0.0,330.0,6.7,1018.3
23/12/2018,8.3,4.0,11,0.02,318.0,7.2,1014.1
24/12/2018,5.9,2.0,11,0.02,341.0,13.6,1014.9
25/12/2018,4.8,2.0,9,0.0,14.0,9.0,1020.9
26/12/2018,5.2,0.0,11,0.0,328.0,6.0,1014.1
27/12/2018,7.4,2.0,13,0.0,324.0,8.5,1006.3
28/12/2018,3.0,-1.0,7,0.0,320.0,19.1,1009.9
29/12/2018,3.4,-1.0,9,0.0,297.0,15.6,1014.7
30/12/2018,3.3,-3.0,9,0.0,315.0,17.7,1021.5
31/12/2018,1.2,-3.0,8,0.0,320.0,8.8,1027.3
1/1/2019,2.0,-5.0,10,0.0,286.0,6.6,1022.7
2/1/2019,4.0,-2.0,11,0.0,311.0,12.1,1019.4
3/1/2019,2.3,-5.0,9,0.0,332.0,12.3,1022.2
