STATION,NAME,DATE,DATN,WINDSPEED,HUMIDITY,RAINFALL,PRCP,TAVG,TMAX,TMIN
ASN00086282,"MELBOURNE AIRPORT, AS",10/5/2013,,17,82,1.8,0,63,77,52
ASN00086282,"MELBOURNE AIRPORT, AS",11/5/2013,,13,84,0,0,65,75,53
ASN00086282,"MELBOURNE AIRPORT, AS",12/5/2013,,11,77,1.6,0,61,74,58
ASN00086282,"MELBOURNE AIRPORT, AS",13/5/2013,,15,70,1.8,0.03,50,64,53
ASN00086282,"MELBOURNE AIRPORT, AS",14/5/2013,,17,76,0,0.02,51,56,42
ASN00086282,"MELBOURNE AIRPORT, AS",15/5/2013,,37,70,0.4,0.02,53,60,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/5/2013,,24,83,0,0.06,52,60,48
ASN00086282,"MELBOURNE AIRPORT, AS",17/5/2013,,13,97,0,0.19,52,60,48
ASN00086282,"MELBOURNE AIRPORT, AS",18/5/2013,,15,96,0,0,50,56,46
ASN00086282,"MELBOURNE AIRPORT, AS",19/5/2013,,39,78,2.8,0.03,54,62,44
ASN00086282,"MELBOURNE AIRPORT, AS",20/5/2013,,24,88,0.4,0,51,58,47
ASN00086282,"MELBOURNE AIRPORT, AS",21/5/2013,,20,76,0,0.17,48,61,43
ASN00086282,"MELBOURNE AIRPORT, AS",22/5/2013,,22,74,0,0,47,59,38
ASN00086282,"MELBOURNE AIRPORT, AS",23/5/2013,,17,65,0.4,0.01,49,60,38
ASN00086282,"MELBOURNE AIRPORT, AS",24/5/2013,,24,71,0,0.01,52,62,40
ASN00086282,"MELBOURNE AIRPORT, AS",25/5/2013,,19,79,0,0,56,65,44
ASN00086282,"MELBOURNE AIRPORT, AS",26/5/2013,,20,77,0,0,54,60,46
ASN00086282,"MELBOURNE AIRPORT, AS",27/5/2013,,20,96,0,0,48,59,48
ASN00086282,"MELBOURNE AIRPORT, AS",28/5/2013,,31,95,0.8,0.01,55,64,38
ASN00086282,"MELBOURNE AIRPORT, AS",29/5/2013,,19,86,0.4,0,59,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",30/5/2013,,9,95,1.4,0.02,57,60,52
ASN00086282,"MELBOURNE AIRPORT, AS",31/5/2013,,19,90,0,0.33,59,63,52
ASN00086282,"MELBOURNE AIRPORT, AS",1/6/2013,,43,96,0.8,2.98,54,59,55
ASN00086282,"MELBOURNE AIRPORT, AS",2/6/2013,,30,91,0,0.14,52,58,47
ASN00086282,"MELBOURNE AIRPORT, AS",3/6/2013,,28,81,4.4,0.02,53,58,48
ASN00086282,"MELBOURNE AIRPORT, AS",4/6/2013,,22,71,0,0,54,58,49
ASN00086282,"MELBOURNE AIRPORT, AS",5/6/2013,,22,79,0,0,54,56,49
ASN00086282,"MELBOURNE AIRPORT, AS",6/6/2013,,24,95,0,0,56,62,52
ASN00086282,"MELBOURNE AIRPORT, AS",7/6/2013,,11,58,0,0.35,47,57,50
ASN00086282,"MELBOURNE AIRPORT, AS",8/6/2013,,15,76,0.4,0.02,48,59,40
ASN00086282,"MELBOURNE AIRPORT, AS",9/6/2013,,22,72,8.4,0,47,57,40
ASN00086282,"MELBOURNE AIRPORT, AS",10/6/2013,,15,86,75.8,0,54,60,38
ASN00086282,"MELBOURNE AIRPORT, AS",11/6/2013,,11,72,3.6,0,51,59,48
ASN00086282,"MELBOURNE AIRPORT, AS",12/6/2013,,9,52,0.6,0.03,51,54,45
ASN00086282,"MELBOURNE AIRPORT, AS",13/6/2013,,28,83,0,0.38,52,53,49
ASN00086282,"MELBOURNE AIRPORT, AS",14/6/2013,,39,73,0,0.83,49,55,51
ASN00086282,"MELBOURNE AIRPORT, AS",15/6/2013,,26,71,8.8,0,49,56,42
ASN00086282,"MELBOURNE AIRPORT, AS",16/6/2013,,28,79,0.6,0.04,47,55,43
ASN00086282,"MELBOURNE AIRPORT, AS",17/6/2013,,24,79,0,0.02,48,51,42
ASN00086282,"MELBOURNE AIRPORT, AS",18/6/2013,,30,83,0,0.15,47,56,45
ASN00086282,"MELBOURNE AIRPORT, AS",19/6/2013,,11,83,0,0,44,55,36
ASN00086282,"MELBOURNE AIRPORT, AS",20/6/2013,,13,71,0.8,0,44,58,34
ASN00086282,"MELBOURNE AIRPORT, AS",21/6/2013,,11,70,9.6,0,44,57,34
ASN00086282,"MELBOURNE AIRPORT, AS",22/6/2013,,28,85,21,0,43,56,33
ASN00086282,"MELBOURNE AIRPORT, AS",23/6/2013,,26,76,1,0,43,55,34
ASN00086282,"MELBOURNE AIRPORT, AS",24/6/2013,,24,75,0.4,0,46,52,32
ASN00086282,"MELBOURNE AIRPORT, AS",25/6/2013,,24,81,3.8,0,46,60,40
ASN00086282,"MELBOURNE AIRPORT, AS",26/6/2013,,11,83,0,0,50,63,36
ASN00086282,"MELBOURNE AIRPORT, AS",27/6/2013,,13,79,0,0,51,62,40
ASN00086282,"MELBOURNE AIRPORT, AS",28/6/2013,,22,79,0,0,50,61,42
ASN00086282,"MELBOURNE AIRPORT, AS",29/6/2013,,19,61,0,0,47,55,39
ASN00086282,"MELBOURNE AIRPORT, AS",30/6/2013,,15,73,0,0,56,64,40
ASN00086282,"MELBOURNE AIRPORT, AS",1/7/2013,,26,68,0,0.01,56,65,49
ASN00086282,"MELBOURNE AIRPORT, AS",2/7/2013,,9,69,0,0.04,54,64,51
ASN00086282,"MELBOURNE AIRPORT, AS",3/7/2013,,2,85,0.2,0,52,61,45
ASN00086282,"MELBOURNE AIRPORT, AS",4/7/2013,,20,68,0,0,53,60,46
ASN00086282,"MELBOURNE AIRPORT, AS",5/7/2013,,26,58,0,0,50,55,45
ASN00086282,"MELBOURNE AIRPORT, AS",6/7/2013,,19,63,0,0,48,58,46
ASN00086282,"MELBOURNE AIRPORT, AS",7/7/2013,,17,64,2,0.08,46,54,39
ASN00086282,"MELBOURNE AIRPORT, AS",8/7/2013,,41,54,0,0,45,57,37
ASN00086282,"MELBOURNE AIRPORT, AS",9/7/2013,,19,65,0,0,44,56,36
ASN00086282,"MELBOURNE AIRPORT, AS",10/7/2013,,30,70,0,0,46,58,35
ASN00086282,"MELBOURNE AIRPORT, AS",11/7/2013,,28,65,0,0,50,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",12/7/2013,,19,74,4.8,0,54,62,44
ASN00086282,"MELBOURNE AIRPORT, AS",13/7/2013,,24,78,0,0,56,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",14/7/2013,,17,73,0,0.19,55,59,53
ASN00086282,"MELBOURNE AIRPORT, AS",15/7/2013,,20,71,7.4,0.04,56,63,52
ASN00086282,"MELBOURNE AIRPORT, AS",16/7/2013,,35,63,4.2,0,54,61,48
ASN00086282,"MELBOURNE AIRPORT, AS",17/7/2013,,13,62,0,0,58,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",18/7/2013,,0,75,0,0,61,70,52
ASN00086282,"MELBOURNE AIRPORT, AS",19/7/2013,,24,44,5.8,0.29,51,60,55
ASN00086282,"MELBOURNE AIRPORT, AS",20/7/2013,,28,80,0,0.17,43,47,41
ASN00086282,"MELBOURNE AIRPORT, AS",21/7/2013,,41,75,0,0.26,45,50,39
ASN00086282,"MELBOURNE AIRPORT, AS",22/7/2013,,24,57,0,0,49,55,39
ASN00086282,"MELBOURNE AIRPORT, AS",23/7/2013,,30,89,0,0.05,50,54,45
ASN00086282,"MELBOURNE AIRPORT, AS",24/7/2013,,33,69,2.4,0.01,48,56,47
ASN00086282,"MELBOURNE AIRPORT, AS",25/7/2013,,37,80,0.2,0,49,53,36
ASN00086282,"MELBOURNE AIRPORT, AS",26/7/2013,,30,70,0,0.02,51,59,46
ASN00086282,"MELBOURNE AIRPORT, AS",27/7/2013,,22,56,12,0,53,56,46
ASN00086282,"MELBOURNE AIRPORT, AS",28/7/2013,,15,84,0.2,0,55,62,49
ASN00086282,"MELBOURNE AIRPORT, AS",29/7/2013,,2,71,0,0.23,55,65,49
ASN00086282,"MELBOURNE AIRPORT, AS",30/7/2013,,19,90,0.4,0,46,58,48
ASN00086282,"MELBOURNE AIRPORT, AS",31/7/2013,,31,74,0.4,0,48,58,36
ASN00086282,"MELBOURNE AIRPORT, AS",1/8/2013,,24,75,0,0,48,57,40
ASN00086282,"MELBOURNE AIRPORT, AS",2/8/2013,,17,38,0,0,47,56,40
ASN00086282,"MELBOURNE AIRPORT, AS",3/8/2013,,13,44,1,0.09,49,54,40
ASN00086282,"MELBOURNE AIRPORT, AS",4/8/2013,,13,59,0,0.09,53,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",5/8/2013,,11,57,0.6,0.01,54,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",6/8/2013,,13,50,0,0.22,49,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",7/8/2013,,15,65,0,0,47,56,41
ASN00086282,"MELBOURNE AIRPORT, AS",8/8/2013,,9,67,0,0.47,49,55,41
ASN00086282,"MELBOURNE AIRPORT, AS",9/8/2013,,22,58,0,0.22,49,52,42
ASN00086282,"MELBOURNE AIRPORT, AS",10/8/2013,,19,56,3,0.01,51,61,44
ASN00086282,"MELBOURNE AIRPORT, AS",11/8/2013,,11,83,1,0,54,60,43
ASN00086282,"MELBOURNE AIRPORT, AS",12/8/2013,,30,71,0,0,49,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",13/8/2013,,31,55,0,0.02,53,60,42
ASN00086282,"MELBOURNE AIRPORT, AS",14/8/2013,,17,75,0,0,48,57,49
ASN00086282,"MELBOURNE AIRPORT, AS",15/8/2013,,19,64,0,0.1,52,62,41
ASN00086282,"MELBOURNE AIRPORT, AS",16/8/2013,,11,60,2.2,0,53,60,45
ASN00086282,"MELBOURNE AIRPORT, AS",17/8/2013,,0,79,0,0.04,53,60,44
ASN00086282,"MELBOURNE AIRPORT, AS",18/8/2013,,33,70,0,0.02,51,63,48
ASN00086282,"MELBOURNE AIRPORT, AS",19/8/2013,,31,63,0,0,44,53,42
ASN00086282,"MELBOURNE AIRPORT, AS",20/8/2013,,30,55,0,0,46,54,38
ASN00086282,"MELBOURNE AIRPORT, AS",21/8/2013,,48,34,0.6,0.04,50,57,39
ASN00086282,"MELBOURNE AIRPORT, AS",22/8/2013,,30,89,1.6,0,53,59,47
ASN00086282,"MELBOURNE AIRPORT, AS",23/8/2013,,48,85,29.6,0.02,53,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",24/8/2013,,31,66,0.2,0,54,60,48
ASN00086282,"MELBOURNE AIRPORT, AS",25/8/2013,,22,65,1.2,0,56,62,49
ASN00086282,"MELBOURNE AIRPORT, AS",26/8/2013,,41,68,0,0,56,65,46
ASN00086282,"MELBOURNE AIRPORT, AS",27/8/2013,,35,75,0,0,58,68,47
ASN00086282,"MELBOURNE AIRPORT, AS",28/8/2013,,26,69,0.2,0,61,70,47
ASN00086282,"MELBOURNE AIRPORT, AS",29/8/2013,,44,72,0,0,62,73,51
ASN00086282,"MELBOURNE AIRPORT, AS",30/8/2013,,9,52,0,0.12,56,66,56
ASN00086282,"MELBOURNE AIRPORT, AS",31/8/2013,,33,61,3.2,0.04,62,71,47
ASN00086282,"MELBOURNE AIRPORT, AS",1/9/2013,,24,31,1.6,0,63,71,56
ASN00086282,"MELBOURNE AIRPORT, AS",2/9/2013,,13,26,0,0,57,70,51
ASN00086282,"MELBOURNE AIRPORT, AS",3/9/2013,,24,89,0,0,66,76,45
ASN00086282,"MELBOURNE AIRPORT, AS",4/9/2013,,30,70,3.2,0,68,74,59
ASN00086282,"MELBOURNE AIRPORT, AS",5/9/2013,,24,90,0.2,0,56,65,63
ASN00086282,"MELBOURNE AIRPORT, AS",6/9/2013,,35,71,0,0.09,53,58,50
ASN00086282,"MELBOURNE AIRPORT, AS",7/9/2013,,35,72,0,0,53,65,45
ASN00086282,"MELBOURNE AIRPORT, AS",8/9/2013,,9,68,4.6,0,56,63,43
ASN00086282,"MELBOURNE AIRPORT, AS",9/9/2013,,9,81,0,0.01,62,72,52
ASN00086282,"MELBOURNE AIRPORT, AS",10/9/2013,,28,67,0,0,53,61,49
ASN00086282,"MELBOURNE AIRPORT, AS",11/9/2013,,30,79,2.2,0,51,60,43
ASN00086282,"MELBOURNE AIRPORT, AS",12/9/2013,,17,94,2.2,0.02,44,56,43
ASN00086282,"MELBOURNE AIRPORT, AS",13/9/2013,,15,68,1.6,0.01,51,59,31
ASN00086282,"MELBOURNE AIRPORT, AS",14/9/2013,,31,37,0,0,55,64,46
ASN00086282,"MELBOURNE AIRPORT, AS",15/9/2013,,33,24,0,0,61,70,45
ASN00086282,"MELBOURNE AIRPORT, AS",16/9/2013,,30,74,0.2,0.06,55,63,53
ASN00086282,"MELBOURNE AIRPORT, AS",17/9/2013,,11,26,4,1.17,57,66,48
ASN00086282,"MELBOURNE AIRPORT, AS",18/9/2013,,7,67,0.2,0,53,66,51
ASN00086282,"MELBOURNE AIRPORT, AS",19/9/2013,,24,58,1,0.33,54,62,49
ASN00086282,"MELBOURNE AIRPORT, AS",20/9/2013,,20,58,0,0.01,50,63,48
ASN00086282,"MELBOURNE AIRPORT, AS",21/9/2013,,19,55,2,0.05,58,66,41
ASN00086282,"MELBOURNE AIRPORT, AS",22/9/2013,,19,49,0,0.07,56,71,51
ASN00086282,"MELBOURNE AIRPORT, AS",23/9/2013,,20,52,0,0,65,72,44
ASN00086282,"MELBOURNE AIRPORT, AS",24/9/2013,,19,60,2.8,0,65,75,51
ASN00086282,"MELBOURNE AIRPORT, AS",25/9/2013,,9,68,0,0,62,74,59
ASN00086282,"MELBOURNE AIRPORT, AS",26/9/2013,,19,74,0,0.73,50,59,51
ASN00086282,"MELBOURNE AIRPORT, AS",27/9/2013,,31,80,0,0.01,55,67,41
ASN00086282,"MELBOURNE AIRPORT, AS",28/9/2013,,20,88,2.8,0.05,51,59,42
ASN00086282,"MELBOURNE AIRPORT, AS",29/9/2013,,20,81,8.4,0,62,70,41
ASN00086282,"MELBOURNE AIRPORT, AS",30/9/2013,,22,88,1,0,65,73,56
ASN00086282,"MELBOURNE AIRPORT, AS",1/10/2013,,11,53,5.2,0.13,52,60,51
ASN00086282,"MELBOURNE AIRPORT, AS",2/10/2013,,33,60,0,0,51,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",3/10/2013,,22,76,0,0.06,48,58,44
ASN00086282,"MELBOURNE AIRPORT, AS",4/10/2013,,9,41,0,0,59,69,39
ASN00086282,"MELBOURNE AIRPORT, AS",5/10/2013,,28,48,0,0,61,77,54
ASN00086282,"MELBOURNE AIRPORT, AS",6/10/2013,,31,64,5.8,0,52,63,53
ASN00086282,"MELBOURNE AIRPORT, AS",7/10/2013,,11,59,0.2,0.13,55,62,42
ASN00086282,"MELBOURNE AIRPORT, AS",8/10/2013,,37,30,0,0.01,59,69,47
ASN00086282,"MELBOURNE AIRPORT, AS",9/10/2013,,15,66,0,0,70,78,51
ASN00086282,"MELBOURNE AIRPORT, AS",10/10/2013,,19,60,1,0,52,62,55
ASN00086282,"MELBOURNE AIRPORT, AS",11/10/2013,,24,48,0,0.18,57,67,45
ASN00086282,"MELBOURNE AIRPORT, AS",12/10/2013,,26,51,0,0,62,76,48
ASN00086282,"MELBOURNE AIRPORT, AS",13/10/2013,,26,54,5.2,0,48,62,47
ASN00086282,"MELBOURNE AIRPORT, AS",14/10/2013,,22,65,14,0.09,50,58,41
ASN00086282,"MELBOURNE AIRPORT, AS",15/10/2013,,4,47,0,0.09,58,66,43
ASN00086282,"MELBOURNE AIRPORT, AS",16/10/2013,,9,79,7.4,0,64,80,52
ASN00086282,"MELBOURNE AIRPORT, AS",17/10/2013,,11,77,0,0.06,48,59,48
ASN00086282,"MELBOURNE AIRPORT, AS",18/10/2013,,20,23,0,0.03,60,70,40
ASN00086282,"MELBOURNE AIRPORT, AS",19/10/2013,,26,22,0,0,68,78,52
ASN00086282,"MELBOURNE AIRPORT, AS",20/10/2013,,22,26,0,0,69,91,58
ASN00086282,"MELBOURNE AIRPORT, AS",21/10/2013,,15,11,0,0,55,63,55
ASN00086282,"MELBOURNE AIRPORT, AS",22/10/2013,,24,69,0,0.01,57,62,52
ASN00086282,"MELBOURNE AIRPORT, AS",23/10/2013,,33,56,0,0.61,51,59,53
ASN00086282,"MELBOURNE AIRPORT, AS",24/10/2013,,9,59,0.2,0.16,48,58,42
ASN00086282,"MELBOURNE AIRPORT, AS",25/10/2013,,30,66,0.8,0.01,52,60,40
ASN00086282,"MELBOURNE AIRPORT, AS",26/10/2013,,61,88,0,0.04,54,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",27/10/2013,,31,56,0,0,54,62,45
ASN00086282,"MELBOURNE AIRPORT, AS",28/10/2013,,43,60,0,0,55,64,49
ASN00086282,"MELBOURNE AIRPORT, AS",29/10/2013,,24,25,0,0.08,54,61,50
ASN00086282,"MELBOURNE AIRPORT, AS",30/10/2013,,9,70,0,0,55,64,50
ASN00086282,"MELBOURNE AIRPORT, AS",31/10/2013,,19,76,0,0.01,53,62,49
ASN00086282,"MELBOURNE AIRPORT, AS",1/11/2013,,28,78,0,0,61,74,43
ASN00086282,"MELBOURNE AIRPORT, AS",2/11/2013,,20,51,0,0,64,81,49
ASN00086282,"MELBOURNE AIRPORT, AS",3/11/2013,,20,22,0,0.02,51,62,52
ASN00086282,"MELBOURNE AIRPORT, AS",4/11/2013,,24,55,0,0.11,53,62,44
ASN00086282,"MELBOURNE AIRPORT, AS",5/11/2013,,19,33,0.4,0,64,77,42
ASN00086282,"MELBOURNE AIRPORT, AS",6/11/2013,,26,76,0,0,74,85,51
ASN00086282,"MELBOURNE AIRPORT, AS",7/11/2013,,28,57,0,0,60,75,63
ASN00086282,"MELBOURNE AIRPORT, AS",8/11/2013,,39,83,0,0,55,65,55
ASN00086282,"MELBOURNE AIRPORT, AS",9/11/2013,,19,67,0,0.11,51,59,49
ASN00086282,"MELBOURNE AIRPORT, AS",10/11/2013,,17,71,0,0.33,53,61,44
ASN00086282,"MELBOURNE AIRPORT, AS",11/11/2013,,9,63,0,0,56,64,42
ASN00086282,"MELBOURNE AIRPORT, AS",12/11/2013,,28,71,0,0.04,52,61,51
ASN00086282,"MELBOURNE AIRPORT, AS",13/11/2013,,33,62,0,0.81,54,57,48
ASN00086282,"MELBOURNE AIRPORT, AS",14/11/2013,,28,67,0,0.2,55,63,51
ASN00086282,"MELBOURNE AIRPORT, AS",15/11/2013,,24,62,0,0,55,63,47
ASN00086282,"MELBOURNE AIRPORT, AS",16/11/2013,,33,78,0,0,55,64,45
ASN00086282,"MELBOURNE AIRPORT, AS",17/11/2013,,13,33,0.2,0,58,67,47
ASN00086282,"MELBOURNE AIRPORT, AS",18/11/2013,,22,85,0,0,69,80,50
ASN00086282,"MELBOURNE AIRPORT, AS",19/11/2013,,15,63,1.8,0,65,87,57
ASN00086282,"MELBOURNE AIRPORT, AS",20/11/2013,,46,87,4.4,0,56,63,56
ASN00086282,"MELBOURNE AIRPORT, AS",21/11/2013,,31,73,0,0.01,63,75,51
ASN00086282,"MELBOURNE AIRPORT, AS",22/11/2013,,9,63,0,0,59,70,53
ASN00086282,"MELBOURNE AIRPORT, AS",23/11/2013,,22,49,0,0,57,66,49
ASN00086282,"MELBOURNE AIRPORT, AS",24/11/2013,,37,79,0,0.23,58,66,51
ASN00086282,"MELBOURNE AIRPORT, AS",25/11/2013,,44,81,0,0.01,59,71,53
ASN00086282,"MELBOURNE AIRPORT, AS",26/11/2013,,19,39,0,0,70,82,44
ASN00086282,"MELBOURNE AIRPORT, AS",27/11/2013,,11,78,0,0,79,90,54
ASN00086282,"MELBOURNE AIRPORT, AS",28/11/2013,,39,75,0.6,0,57,76,69
ASN00086282,"MELBOURNE AIRPORT, AS",29/11/2013,,30,77,0,0.33,55,61,50
ASN00086282,"MELBOURNE AIRPORT, AS",30/11/2013,,24,30,0,0.04,56,68,50
ASN00086282,"MELBOURNE AIRPORT, AS",1/12/2013,,28,66,0,0,77,87,46
ASN00086282,"MELBOURNE AIRPORT, AS",2/12/2013,,26,75,0,0,73,96,67
ASN00086282,"MELBOURNE AIRPORT, AS",3/12/2013,,31,67,0,0,68,80,54
ASN00086282,"MELBOURNE AIRPORT, AS",4/12/2013,,24,47,0,0.24,55,69,61
ASN00086282,"MELBOURNE AIRPORT, AS",5/12/2013,,13,83,0.2,0.2,49,60,47
ASN00086282,"MELBOURNE AIRPORT, AS",6/12/2013,,15,83,0,0.55,56,64,43
ASN00086282,"MELBOURNE AIRPORT, AS",7/12/2013,,15,84,7.8,0,67,79,46
ASN00086282,"MELBOURNE AIRPORT, AS",8/12/2013,,30,95,0,0,68,82,54
ASN00086282,"MELBOURNE AIRPORT, AS",9/12/2013,,15,94,0,0,58,67,58
ASN00086282,"MELBOURNE AIRPORT, AS",10/12/2013,,22,93,0,0.29,60,68,51
ASN00086282,"MELBOURNE AIRPORT, AS",11/12/2013,,31,94,0,0,57,71,52
ASN00086282,"MELBOURNE AIRPORT, AS",12/12/2013,,13,58,0,0.09,63,75,46
ASN00086282,"MELBOURNE AIRPORT, AS",13/12/2013,,39,49,0,0,61,76,56
ASN00086282,"MELBOURNE AIRPORT, AS",14/12/2013,,26,55,0,0,58,66,53
ASN00086282,"MELBOURNE AIRPORT, AS",15/12/2013,,26,71,0,0,61,69,53
ASN00086282,"MELBOURNE AIRPORT, AS",16/12/2013,,15,70,0,0,61,70,56
ASN00086282,"MELBOURNE AIRPORT, AS",17/12/2013,,20,65,0,0,62,73,56
ASN00086282,"MELBOURNE AIRPORT, AS",18/12/2013,,20,53,0,0,71,86,55
ASN00086282,"MELBOURNE AIRPORT, AS",19/12/2013,,15,94,0,0,84,103,58
ASN00086282,"MELBOURNE AIRPORT, AS",20/12/2013,,4,97,0,0,64,80,66
ASN00086282,"MELBOURNE AIRPORT, AS",21/12/2013,,28,94,3.4,0,64,69,58
ASN00086282,"MELBOURNE AIRPORT, AS",22/12/2013,,11,81,0,0.01,69,83,59
ASN00086282,"MELBOURNE AIRPORT, AS",23/12/2013,,33,85,0,0,56,62,56
ASN00086282,"MELBOURNE AIRPORT, AS",24/12/2013,,19,78,0,0.03,61,73,46
ASN00086282,"MELBOURNE AIRPORT, AS",25/12/2013,,9,86,5.6,0,76,89,49
ASN00086282,"MELBOURNE AIRPORT, AS",26/12/2013,,26,64,1,0,67,83,61
ASN00086282,"MELBOURNE AIRPORT, AS",27/12/2013,,39,58,0,0,63,76,57
ASN00086282,"MELBOURNE AIRPORT, AS",28/12/2013,,15,66,0,0,67,99,51
ASN00086282,"MELBOURNE AIRPORT, AS",29/12/2013,,17,62,0,0,57,68,50
ASN00086282,"MELBOURNE AIRPORT, AS",30/12/2013,,11,52,1,0,58,70,45
ASN00086282,"MELBOURNE AIRPORT, AS",31/12/2013,,17,79,0,0,68,78,47
ASN00086282,"MELBOURNE AIRPORT, AS",1/1/2014,,19,80,5.6,0,67,77,55
ASN00086282,"MELBOURNE AIRPORT, AS",2/1/2014,,26,85,8,0.06,63,74,54
ASN00086282,"MELBOURNE AIRPORT, AS",3/1/2014,,20,53,0,0,63,74,57
ASN00086282,"MELBOURNE AIRPORT, AS",4/1/2014,,15,64,0.4,0,59,70,51
ASN00086282,"MELBOURNE AIRPORT, AS",5/1/2014,,39,71,0,0,62,81,48
ASN00086282,"MELBOURNE AIRPORT, AS",6/1/2014,,33,86,0,0.02,58,68,52
ASN00086282,"MELBOURNE AIRPORT, AS",7/1/2014,,30,71,0,0,56,66,53
ASN00086282,"MELBOURNE AIRPORT, AS",8/1/2014,,20,80,0.2,0,66,81,46
ASN00086282,"MELBOURNE AIRPORT, AS",9/1/2014,,17,88,0.2,0,79,90,54
ASN00086282,"MELBOURNE AIRPORT, AS",10/1/2014,,22,72,0,0,78,95,65
ASN00086282,"MELBOURNE AIRPORT, AS",11/1/2014,,24,64,0,0,63,74,62
ASN00086282,"MELBOURNE AIRPORT, AS",12/1/2014,,33,68,16.6,0,64,76,59
ASN00086282,"MELBOURNE AIRPORT, AS",13/1/2014,,19,73,17.6,0,80,94,55
ASN00086282,"MELBOURNE AIRPORT, AS",14/1/2014,,20,55,11.2,0,96,110,62
ASN00086282,"MELBOURNE AIRPORT, AS",15/1/2014,,35,87,4.6,0,90,109,83
ASN00086282,"MELBOURNE AIRPORT, AS",16/1/2014,,28,83,0,0,93,110,75
ASN00086282,"MELBOURNE AIRPORT, AS",17/1/2014,,28,74,0,0,85,111,75
ASN00086282,"MELBOURNE AIRPORT, AS",18/1/2014,,33,64,0.2,0,65,78,68
ASN00086282,"MELBOURNE AIRPORT, AS",19/1/2014,,24,59,0,0,67,74,59
ASN00086282,"MELBOURNE AIRPORT, AS",20/1/2014,,31,55,0,0,65,76,61
ASN00086282,"MELBOURNE AIRPORT, AS",21/1/2014,,37,58,2,0,64,73,60
ASN00086282,"MELBOURNE AIRPORT, AS",22/1/2014,,28,57,0,0.01,61,74,57
ASN00086282,"MELBOURNE AIRPORT, AS",23/1/2014,,33,65,0,0,74,93,50
ASN00086282,"MELBOURNE AIRPORT, AS",24/1/2014,,35,76,1.4,0.07,61,73,61
ASN00086282,"MELBOURNE AIRPORT, AS",25/1/2014,,39,71,3,0.17,59,69,54
ASN00086282,"MELBOURNE AIRPORT, AS",26/1/2014,,30,86,0.6,0,71,83,49
ASN00086282,"MELBOURNE AIRPORT, AS",27/1/2014,,28,78,0,0,85,96,60
ASN00086282,"MELBOURNE AIRPORT, AS",28/1/2014,,30,88,0.2,0,81,108,74
ASN00086282,"MELBOURNE AIRPORT, AS",29/1/2014,,17,86,0,0,64,75,63
ASN00086282,"MELBOURNE AIRPORT, AS",30/1/2014,,24,79,7.8,0,73,88,55
ASN00086282,"MELBOURNE AIRPORT, AS",31/1/2014,,22,80,0,0,70,83,61
ASN00086282,"MELBOURNE AIRPORT, AS",1/2/2014,,19,83,0,0,74,93,64
ASN00086282,"MELBOURNE AIRPORT, AS",2/2/2014,,19,97,0.6,0,89,105,56
ASN00086282,"MELBOURNE AIRPORT, AS",3/2/2014,,17,90,4.8,0,67,99,74
ASN00086282,"MELBOURNE AIRPORT, AS",4/2/2014,,24,97,0.2,0.02,64,77,57
ASN00086282,"MELBOURNE AIRPORT, AS",5/2/2014,,20,90,0.6,0,72,88,51
ASN00086282,"MELBOURNE AIRPORT, AS",6/2/2014,,9,90,0,0,84,96,58
ASN00086282,"MELBOURNE AIRPORT, AS",7/2/2014,,24,94,0,0,72,100,73
ASN00086282,"MELBOURNE AIRPORT, AS",8/2/2014,,19,65,5,0,90,108,58
ASN00086282,"MELBOURNE AIRPORT, AS",9/2/2014,,19,83,0.4,0,71,106,68
ASN00086282,"MELBOURNE AIRPORT, AS",10/2/2014,,26,75,0,0,64,75,54
ASN00086282,"MELBOURNE AIRPORT, AS",11/2/2014,,19,74,0,0,68,81,53
ASN00086282,"MELBOURNE AIRPORT, AS",12/2/2014,,13,92,0,0,72,83,59
ASN00086282,"MELBOURNE AIRPORT, AS",13/2/2014,,19,95,0,0,73,80,64
ASN00086282,"MELBOURNE AIRPORT, AS",14/2/2014,,17,83,0,0,74,81,64
ASN00086282,"MELBOURNE AIRPORT, AS",15/2/2014,,17,68,0,0,70,83,67
ASN00086282,"MELBOURNE AIRPORT, AS",16/2/2014,,11,83,0.2,0.19,63,73,60
ASN00086282,"MELBOURNE AIRPORT, AS",17/2/2014,,24,83,0,0.01,65,78,55
ASN00086282,"MELBOURNE AIRPORT, AS",18/2/2014,,24,86,0,0,71,89,53
ASN00086282,"MELBOURNE AIRPORT, AS",19/2/2014,,20,80,3.2,0,60,78,60
ASN00086282,"MELBOURNE AIRPORT, AS",20/2/2014,,19,62,0,0.31,59,68,50
ASN00086282,"MELBOURNE AIRPORT, AS",21/2/2014,,20,77,0,0,59,69,51
