"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WESD"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-20","10.29","0.00","34","40","27","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-21","13.65","0.00","44","53","35","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-22","21.03","0.00","40","45","34","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-23","8.72","0.00","38","47","29","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-24","7.16","0.01","33","37","29","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-25","14.54","0.00","32","42","22","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-26","11.41","0.00","35","44","26","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-27","13.87","0.00","36","45","27","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-28","11.18","0.00","44","58","29","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-02-29","9.84","0.00","47","61","33","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-01","7.38","0.00","47","58","36","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-02","10.29","0.02","52","63","41","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-03","14.54","0.00","53","60","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-04","4.70","0.18","45","48","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-05","7.38","0.00","45","46","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-06","13.42","0.36","54","63","45","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-07","14.76","0.01","46","51","40","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-08","9.84","0.22","37","40","33","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-09","7.83","0.04","39","44","34","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-10","15.43","0.00","39","44","34","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-11","14.09","0.00","45","55","35","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-12","18.34","0.00","41","46","35","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-13","19.91","0.00","38","45","31","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-14","12.75","0.01","34","41","27","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-15","13.20","0.00","49","59","38","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-16","16.55","0.64","38","44","31","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-17","10.29","0.05","30","31","29","0.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-18","6.71","0.03","33","38","28","0.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-19","12.53","0.21","37","41","33","0.9"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-20","13.20","0.05","36","45","27","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-21","17.45","0.08","41","52","30","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-22","18.79","0.00","32","36","27","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-23","13.20","0.00","34","46","22","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-24","13.20","0.01","43","53","33","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-25","11.18","0.07","45","47","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-26","6.71","0.00","51","57","44","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-27","10.51","0.18","59","72","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-28","16.78","0.00","50","58","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-29","12.30","0.00","42","48","35","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-30","10.74","0.00","41","45","36","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-03-31","11.41","1.08","45","48","41","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-01","15.21","0.13","49","54","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-02","14.09","0.02","46","50","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-03","7.38","0.12","45","50","40","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-04","14.76","0.10","44","54","33","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-05","27.96","0.00","39","46","31","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-06","20.36","0.00","44","56","32","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-07","11.41","0.00","56","68","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-08","8.72","0.13","47","53","40","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-09","9.84","0.00","52","63","41","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-10","10.96","0.00","52","62","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-11","7.61","0.01","47","50","44","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-12","12.30","0.55","50","57","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-13","14.99","2.43","50","57","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-14","12.08","0.17","51","57","45","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-15","19.01","0.09","51","59","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-16","13.20","0.00","52","63","41","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-17","9.62","0.00","51","59","42","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-18","10.96","0.00","61","73","48","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-19","8.72","0.00","61","76","45","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-20","11.41","0.00","63","76","50","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-21","13.20","0.01","53","57","48","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-22","6.04","0.01","61","72","50","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-23","11.41","0.19","55","63","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-24","14.09","0.05","58","70","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-25","12.30","0.07","49","54","44","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-26","7.61","1.28","53","58","47","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-27","11.86","0.01","60","68","51","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-28","15.66","0.13","50","59","41","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-29","14.76","0.00","55","61","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-04-30","14.09","0.00","57","63","50","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-01","13.20","0.00","58","65","51","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-02","18.12","0.02","58","61","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-03","13.42","0.39","55","63","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-04","14.09","0.00","53","62","43","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-05","10.51","0.04","53","60","45","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-06","10.96","0.00","57","65","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-07","12.97","0.09","67","82","51","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-08","13.65","0.00","56","62","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-09","6.04","0.03","57","65","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-10","7.83","0.16","60","67","53","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-11","6.93","0.66","68","77","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-12","4.70","0.17","72","82","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-13","9.62","0.00","69","82","56","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-14","8.28","0.00","60","65","54","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-15","7.16","0.19","69","78","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-16","7.83","0.14","71","78","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-17","9.62","0.00","63","68","57","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-18","9.40","0.01","66","73","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-19","6.93","0.51","66","73","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-20","8.50","0.00","63","69","57","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-21","6.26","0.13","67","74","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-22","8.05","0.00","67","76","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-23","5.82","0.00","69","80","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-24","8.05","0.18","67","73","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-25","9.62","0.00","62","69","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-26","8.72","0.09","58","61","54","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-27","7.83","0.35","64","72","56","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-28","8.72","1.01","69","77","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-29","14.99","0.00","62","68","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-30","10.74","0.00","62","71","53","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-05-31","10.07","0.14","63","68","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-01","9.84","0.31","60","65","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-02","9.40","0.12","68","77","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-03","9.17","0.01","69","76","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-04","7.38","0.00","65","72","57","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-05","11.18","0.03","64","68","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-06","9.62","0.09","58","60","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-07","8.95","0.00","66","72","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-08","11.18","0.00","74","84","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-09","12.08","0.00","79","91","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-10","7.83","0.00","73","83","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-11","5.59","0.18","65","70","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-12","8.28","0.00","64","73","54","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-13","12.30","0.00","66","73","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-14","12.97","0.00","70","75","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-15","10.74","0.00","77","87","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-16","6.71","0.00","78","86","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-17","5.59","1.26","77","84","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-18","8.50","0.00","79","87","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-19","13.87","0.00","74","84","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-20","10.74","0.00","66","74","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-21","14.99","0.00","69","78","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-22","7.61","0.12","69","73","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-23","10.29","0.00","74","81","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-24","8.50","0.00","72","79","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-25","8.28","0.72","72","78","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-26","10.74","0.00","74","81","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-27","11.41","0.00","70","79","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-28","7.61","0.00","71","81","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-29","10.96","0.21","71","79","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-06-30","10.29","0.00","72","80","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-01","12.08","0.00","72","79","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-02","8.72","0.00","75","82","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-03","8.28","0.00","75","82","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-04","8.50","0.00","73","79","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-05","11.41","1.07","77","82","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-06","12.30","0.00","77","83","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-07","7.83","0.00","74","81","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-08","11.18","0.00","80","86","73","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-09","12.97","0.00","75","81","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-10","7.83","0.00","76","85","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-11","9.40","0.00","77","84","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-12","11.41","1.23","69","73","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-13","16.33","0.46","67","69","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-14","6.49","0.30","71","75","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-15","14.76","0.00","75","82","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-16","14.09","0.00","74","81","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-17","10.74","0.00","77","85","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-18","8.50","0.01","75","78","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-19","9.40","0.02","76","81","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-20","9.84","0.00","78","85","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-21","6.49","0.00","78","86","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-22","10.07","0.00","78","84","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-23","12.53","0.59","76","80","72","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-24","9.62","0.23","71","74","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-25","9.40","0.00","72","77","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-26","8.05","0.00","72","80","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-27","10.07","2.51","71","74","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-28","4.03","0.01","72","75","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-29","9.17","0.00","76","83","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-30","10.29","0.19","76","82","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-07-31","17.22","0.00","79","83","74","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-01","8.05","0.32","77","79","74","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-02","7.16","0.00","78","83","73","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-03","5.82","0.00","78","82","73","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-04","8.95","0.03","80","87","72","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-05","10.96","0.00","72","78","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-06","13.20","0.00","68","74","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-07","9.84","0.00","66","73","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-08","10.51","0.00","70","80","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-09","8.05","0.00","73","81","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-10","13.42","0.00","74","81","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-11","12.08","4.10","75","81","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-12","12.08","0.01","76","80","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-13","11.63","0.15","76","79","72","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-14","4.03","0.40","72","77","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-15","6.26","0.30","71","74","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-16","4.70","0.82","71","73","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-17","6.71","0.00","70","76","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-18","7.83","0.00","72","78","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-19","10.29","0.00","78","84","72","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-20","11.63","0.00","79","85","73","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-21","12.08","0.37","73","81","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-22","7.83","0.00","68","76","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-23","10.29","0.00","71","79","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-24","8.72","0.00","73","79","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-25","6.71","0.00","69","75","63","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-26","6.71","0.00","68","75","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-27","10.29","0.00","74","80","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-28","12.30","0.00","78","84","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-29","11.41","0.00","77","83","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-30","6.93","0.00","79","85","73","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-08-31","12.08","0.86","78","85","71","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-01","8.28","0.00","74","83","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-02","6.49","0.00","73","79","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-03","5.82","0.00","70","78","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-04","6.71","0.00","76","82","69","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-05","12.75","0.00","67","72","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-06","10.07","0.00","66","74","57","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-07","6.26","0.04","73","79","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-08","11.41","2.93","72","76","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-09","21.25","0.19","76","81","70","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-10","13.42","0.00","75","82","67","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-11","4.25","0.00","69","75","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-12","6.71","0.00","68","77","59","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-13","6.71","0.00","74","83","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-14","10.96","0.00","68","72","64","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-15","7.38","0.06","67","73","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-16","6.71","0.00","73","80","66","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-17","8.05","0.00","73","77","68","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-18","18.79","0.42","66","76","56","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-19","17.67","0.00","59","66","52","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-20","6.93","0.00","62","72","51","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-21","6.04","0.00","71","83","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-22","9.17","0.00","72","85","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-23","6.71","0.00","74","83","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-24","3.80","0.00","67","73","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-25","7.61","0.00","67","74","60","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-26","3.80","0.00","73","80","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-27","4.70","0.00","69","75","62","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-28","10.51","3.42","70","74","65","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-29","14.54","1.19","64","67","61","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-09-30","4.25","0.00","63","68","57","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-01","4.70","0.00","65","74","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-02","4.92","0.18","62","69","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-03","7.61","0.00","61","69","53","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-04","7.61","0.00","61","70","52","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-05","11.18","0.00","54","61","47","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-06","6.26","0.00","54","64","44","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-07","3.58","0.00","62","71","52","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-08","2.68","0.00","63","73","53","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-09","6.93","0.00","64","69","58","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-10","12.08","0.00","61","69","52","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-11","16.33","0.00","55","62","48","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-12","13.87","0.00","57","67","47","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-13","4.70","0.00","56","66","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-14","6.71","0.02","57","63","51","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-15","7.38","0.25","60","65","55","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-16","17.67","0.14","56","63","48","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-17","17.45","0.00","52","56","47","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-18","8.28","0.01","53","59","46","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-19","13.87","0.58","51","53","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-20","12.53","0.00","54","57","50","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-21","11.18","0.00","53","56","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-22","14.54","0.00","54","59","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-23","11.63","0.00","51","56","45","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-24","7.38","0.00","52","54","49","0.0"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2004-10-25","2.24","0.00","52","57","47","0.0"
