date,tavg,tmin,tmax,prcp,wspd,pres,weather_type
26/12/2022,23.7,17.4,29.0,0.0,4.9,1013.0,Sunny
27/12/2022,25.1,18.2,31.2,0.0,4.5,1013.7,Sunny
28/12/2022,25.9,18.6,33.0,0.0,4.2,1014.6,Sunny
29/12/2022,26.5,19.6,33.2,0.0,7.0,1015.9,Sunny
31/12/2022,25.6,20.4,30.0,1.0,8.6,1016.4,Rainy
2/1/2023,24.9,17.2,31.0,0.2,8.0,1015.0,Rainy
4/1/2023,24.5,18.0,30.0,0.0,8.3,1013.6,Sunny
5/1/2023,25.7,20.4,31.0,0.47,7.7,1014.2,Rainy
7/1/2023,27.7,23.6,32.0,1.85,8.9,1015.8,Rainy
8/1/2023,27.4,22.6,32.0,3.58,7.5,1014.9,Rainy
9/1/2023,26.4,20.8,31.4,1.46,9.4,1015.8,Rainy
11/1/2023,25.1,18.0,30.4,1.85,7.4,1013.5,Rainy
13/1/2023,23.8,20.6,27.0,0.87,10.5,1013.9,Rainy
18/1/2023,24.0,16.4,30.0,2.13,8.5,1013.5,Rainy
19/1/2023,23.9,16.8,29.0,2.48,6.9,1013.5,Rainy
20/1/2023,24.0,17.8,29.2,0.28,6.9,1013.4,Rainy
21/1/2023,24.2,18.2,28.0,0.51,8.6,1013.7,Rainy
27/1/2023,26.3,19.6,33.0,0.16,6.9,1010.9,Rainy
28/1/2023,26.8,20.6,33.0,1.02,8.9,1010.2,Rainy
30/1/2023,25.3,21.4,29.4,2.09,8.7,1012.7,Rainy
1/2/2023,28.3,24.0,33.6,1.14,10.6,1011.4,Rainy
3/2/2023,27.7,21.4,33.0,1.93,8.2,1012.8,Rainy
5/2/2023,27.0,20.0,32.0,2.2,7.4,1010.6,Rainy
6/2/2023,26.2,19.0,32.0,3.39,9.5,1011.2,Rainy
9/2/2023,28.3,20.0,35.0,1.42,8.7,1011.4,Rainy
10/2/2023,27.5,20.4,33.0,0.98,8.2,1012.8,Rainy
11/2/2023,27.1,19.0,33.0,0.39,9.4,1013.6,Rainy
12/2/2023,27.7,18.0,35.0,0.12,7.7,1013.3,Rainy
13/2/2023,29.7,23.6,35.6,0.08,11.1,1013.3,Sunny
14/2/2023,28.6,19.6,35.0,0.04,8.3,1013.1,Sunny
15/2/2023,27.9,19.6,33.4,0.16,6.3,1011.5,Rainy
16/2/2023,29.3,19.4,36.0,0.24,11.1,1011.8,Rainy
17/2/2023,29.5,20.0,35.2,0.01,9.5,1012.0,Sunny
18/2/2023,30.3,20.8,37.0,0.12,9.4,1011.7,Rainy
19/2/2023,28.9,20.2,37.0,0.0,7.7,1011.7,Sunny
20/2/2023,28.0,21.0,36.5,0.02,7.7,1012.2,Sunny
21/2/2023,27.8,20.6,34.0,0.08,7.8,1012.6,Sunny
22/2/2023,26.9,21.2,31.2,0.2,8.8,1012.3,Rainy
23/2/2023,27.8,20.0,34.0,0.08,8.3,1011.4,Sunny
24/2/2023,29.1,20.8,35.0,0.04,8.6,1012.4,Sunny
25/2/2023,29.4,21.2,36.0,0.04,8.5,1014.1,Sunny
26/2/2023,28.9,20.0,35.0,0.0,9.1,1014.6,Sunny
27/2/2023,28.5,21.0,35.0,1.5051859799713876,8.6,1014.2,Rainy
28/2/2023,27.2,21.0,34.2,1.5051859799713876,6.0,1014.6,Rainy
1/3/2023,28.0,21.0,33.2,0.02,7.1,1014.9,Sunny
2/3/2023,29.9,23.2,35.2,0.16,8.3,1015.1,Rainy
3/3/2023,30.6,26.0,36.0,0.08,7.3,1015.4,Sunny
4/3/2023,30.4,23.2,36.8,0.16,6.3,1015.2,Rainy
5/3/2023,30.8,25.0,37.0,0.98,7.3,1014.7,Rainy
6/3/2023,30.7,26.4,38.6,0.24,12.6,1013.5,Rainy
7/3/2023,29.4,24.5,35.0,0.12,10.5,1013.4,Rainy
8/3/2023,30.1,21.4,35.0,0.08,8.6,1013.3,Sunny
9/3/2023,31.7,21.6,37.6,1.77,12.0,1012.6,Rainy
10/3/2023,30.8,23.4,36.0,0.98,10.1,1012.0,Rainy
11/3/2023,31.4,23.8,38.2,0.91,8.1,1011.2,Rainy
12/3/2023,31.6,26.0,38.0,0.28,9.3,1010.8,Rainy
13/3/2023,31.5,25.6,36.4,0.03,8.9,1009.9,Sunny
14/3/2023,30.8,26.5,36.0,0.0,9.8,1008.7,Sunny
15/3/2023,29.3,25.2,35.0,1.5051859799713876,9.7,1007.5,Rainy
16/3/2023,27.9,24.0,33.0,0.04,10.3,1009.1,Sunny
17/3/2023,28.0,23.0,31.8,0.04,11.0,1009.8,Sunny
18/3/2023,27.9,23.0,30.8,0.01,11.1,1008.9,Sunny
19/3/2023,27.5,23.8,30.4,0.0,10.1,1008.9,Sunny
20/3/2023,27.6,25.0,30.6,0.0,11.9,1008.7,Sunny
21/3/2023,26.4,21.2,31.4,0.31,10.6,1009.4,Rainy
23/3/2023,27.7,22.8,31.0,2.99,9.5,1010.3,Rainy
24/3/2023,27.7,23.2,31.2,0.08,9.7,1010.5,Sunny
25/3/2023,26.9,22.6,30.4,0.0,10.2,1011.4,Sunny
26/3/2023,26.2,20.4,30.0,0.0,8.6,1011.3,Sunny
27/3/2023,26.8,22.0,30.6,0.01,9.7,1010.8,Sunny
28/3/2023,27.4,23.4,30.8,0.51,11.0,1010.1,Rainy
29/3/2023,27.2,22.8,30.4,2.17,9.2,1010.6,Rainy
30/3/2023,27.3,23.8,30.4,0.12,11.4,1010.2,Rainy
31/3/2023,28.2,26.0,31.2,0.08,10.2,1009.6,Sunny
1/4/2023,27.4,23.2,31.4,1.1,10.8,1010.4,Rainy
2/4/2023,27.4,23.0,31.0,0.43,9.7,1009.9,Rainy
3/4/2023,27.5,23.8,30.8,0.43,9.6,1009.6,Rainy
4/4/2023,27.8,23.6,31.6,0.75,8.9,1010.1,Rainy
5/4/2023,28.2,24.2,31.6,0.75,9.9,1010.0,Rainy
6/4/2023,29.5,24.4,34.0,0.04,9.5,1009.7,Sunny
7/4/2023,30.7,26.8,35.4,0.63,9.8,1010.3,Rainy
8/4/2023,31.1,26.8,36.0,0.39,7.9,1011.7,Rainy
9/4/2023,31.2,26.6,35.6,0.02,8.1,1012.2,Sunny
10/4/2023,31.5,27.2,36.0,0.31,9.8,1010.5,Rainy
11/4/2023,31.3,27.8,36.2,1.18,10.3,1010.8,Rainy
12/4/2023,32.2,27.4,36.2,2.01,11.0,1010.2,Rainy
13/4/2023,31.7,22.2,35.0,0.24,9.7,1010.1,Rainy
14/4/2023,31.2,24.8,35.0,0.35,9.9,1010.0,Rainy
15/4/2023,30.4,26.0,35.0,0.12,8.5,1010.0,Rainy
16/4/2023,30.4,26.0,34.0,0.0,11.6,1008.7,Sunny
17/4/2023,30.1,26.8,34.0,0.0,10.1,1008.8,Sunny
18/4/2023,31.9,25.0,38.0,0.0,10.6,1009.0,Sunny
19/4/2023,33.3,27.8,39.0,0.2,11.4,1006.7,Rainy
20/4/2023,31.5,28.4,36.0,0.2,11.1,1005.7,Rainy
21/4/2023,29.3,25.8,32.4,1.0,10.3,1006.3,Rainy
23/4/2023,28.8,25.2,31.4,2.2,10.5,1007.3,Rainy
24/4/2023,29.0,25.0,32.2,1.0,10.1,1007.4,Rainy
25/4/2023,29.7,27.4,32.4,0.0,11.2,1007.5,Sunny
26/4/2023,29.7,28.0,33.2,1.2,12.9,1008.2,Rainy
27/4/2023,29.5,26.8,32.6,0.4,11.3,1008.2,Rainy
28/4/2023,29.5,26.6,32.4,0.0,11.3,1009.0,Sunny
29/4/2023,29.6,25.0,33.4,0.0,9.7,1008.4,Sunny
30/4/2023,29.2,25.6,32.0,0.0,11.0,1007.2,Sunny
1/5/2023,29.3,26.0,32.4,3.4,9.3,1007.0,Rainy
3/5/2023,29.7,27.0,32.6,0.6,10.4,1009.0,Rainy
4/5/2023,29.5,26.6,32.2,0.0,11.0,1008.3,Sunny
5/5/2023,29.7,27.2,32.2,0.0,11.7,1007.6,Sunny
6/5/2023,29.9,26.6,32.6,0.0,10.5,1007.8,Sunny
7/5/2023,30.1,28.6,32.8,0.0,10.9,1007.8,Sunny
8/5/2023,30.4,28.6,33.2,1.6,10.9,1007.1,Rainy
9/5/2023,30.6,28.8,33.0,0.4,10.5,1007.5,Rainy
10/5/2023,30.9,29.0,33.2,0.2,11.1,1006.5,Rainy
11/5/2023,31.4,29.0,36.8,0.0,10.2,1006.9,Sunny
12/5/2023,31.2,29.0,34.6,1.8,11.5,1007.5,Rainy
13/5/2023,31.4,29.0,34.4,2.4,10.5,1008.3,Rainy
14/5/2023,31.3,28.8,34.1,0.2,8.1,1007.9,Rainy
15/5/2023,31.3,29.4,34.2,0.0,13.3,1008.8,Sunny
16/5/2023,31.5,29.8,34.2,0.0,13.2,1010.2,Sunny
17/5/2023,31.2,28.4,33.6,0.0,10.0,1010.2,Sunny
18/5/2023,30.9,27.8,34.2,0.0,9.9,1011.2,Sunny
19/5/2023,30.8,27.6,34.0,0.0,10.6,1009.7,Sunny
20/5/2023,30.7,28.0,33.6,0.0,10.9,1009.2,Sunny
21/5/2023,30.8,28.2,33.4,0.2,11.4,1009.8,Rainy
22/5/2023,30.6,28.4,33.0,0.0,10.6,1010.4,Sunny
26/5/2023,31.2,29.0,33.6,0.0,14.3,1011.0,Sunny
27/5/2023,31.2,28.2,34.0,0.0,12.5,1010.0,Sunny
28/5/2023,31.3,29.0,34.0,0.0,12.2,1008.9,Sunny
29/5/2023,31.4,29.2,34.0,0.0,12.3,1008.5,Sunny
30/5/2023,31.5,29.0,34.2,0.0,9.8,1008.5,Sunny
1/6/2023,31.2,27.8,34.3,0.4,9.1,1008.1,Rainy
2/6/2023,31.3,28.6,34.0,1.0,10.7,1008.9,Rainy
3/6/2023,31.8,30.0,34.4,0.0,14.9,1008.2,Sunny
4/6/2023,31.9,30.4,34.0,0.0,13.2,1007.8,Sunny
5/6/2023,31.3,28.6,34.7,0.8,12.8,1007.5,Rainy
6/6/2023,31.6,29.0,34.7,0.2,13.6,1007.0,Rainy
7/6/2023,31.4,28.8,34.7,1.4,14.9,1006.6,Rainy
8/6/2023,32.1,29.8,35.2,1.6,11.8,1006.9,Rainy
9/6/2023,32.6,30.0,36.2,0.0,15.0,1005.1,Sunny
17/6/2023,31.0,26.8,33.8,0.0,17.2,1006.5,Windy
18/6/2023,30.8,28.6,33.0,0.0,16.0,1007.1,Windy
19/6/2023,30.7,28.6,33.4,0.0,13.9,1005.9,Sunny
21/6/2023,31.2,29.6,33.4,1.6,14.5,1005.5,Rainy
22/6/2023,31.2,29.8,34.0,2.8,14.9,1005.8,Rainy
23/6/2023,31.2,29.0,34.0,0.4,12.9,1004.8,Rainy
24/6/2023,27.4,25.4,32.4,0.0,8.9,1003.6,Sunny
25/6/2023,26.9,23.6,29.0,0.0,8.6,1004.0,Sunny
26/6/2023,27.7,24.6,31.0,2.4,11.1,1004.8,Rainy
27/6/2023,28.4,25.0,30.2,0.0,12.0,1004.9,Sunny
28/6/2023,27.0,26.0,30.4,0.0,11.7,1005.5,Sunny
29/6/2023,27.7,24.8,29.4,0.4,14.2,1005.7,Rainy
30/6/2023,26.9,25.0,29.0,0.0,15.7,1005.6,Windy
1/7/2023,27.9,24.2,29.0,0.4,15.2,1006.3,Rainy
2/7/2023,27.8,26.0,30.2,2.6,11.7,1005.3,Rainy
4/7/2023,27.3,25.4,29.0,3.2,5.3,1001.7,Rainy
5/7/2023,27.2,26.0,29.0,0.0,6.5,1000.2,Sunny
6/7/2023,26.9,22.5,28.0,0.0,10.7,1001.6,Sunny
7/7/2023,27.9,25.4,30.4,0.8,14.2,1002.4,Rainy
8/7/2023,29.3,25.8,31.1,0.2,15.9,1004.5,Rainy
9/7/2023,28.7,25.6,31.2,0.0,14.7,1005.6,Sunny
10/7/2023,29.7,26.2,31.6,0.0,15.9,1006.2,Windy
11/7/2023,29.4,27.0,31.8,0.0,13.8,1006.5,Sunny
12/7/2023,29.1,27.6,30.2,1.8,14.0,1005.1,Rainy
14/7/2023,26.6,25.0,29.0,0.0,8.9,1006.5,Sunny
15/7/2023,29.4,24.8,31.0,0.6,12.3,1006.9,Rainy
17/7/2023,26.7,25.0,28.0,0.4,12.1,1004.8,Rainy
18/7/2023,27.3,24.4,28.0,0.0,13.9,1003.4,Sunny
19/7/2023,27.2,24.8,28.0,0.0,15.6,1001.1,Windy
20/7/2023,27.3,25.0,28.0,1.4,13.5,1001.7,Rainy
21/7/2023,26.6,25.0,28.0,2.0,12.5,1003.9,Rainy
22/7/2023,26.6,23.8,28.0,0.0,13.9,1004.3,Sunny
23/7/2023,26.9,24.9,29.0,0.0,13.6,1003.3,Sunny
24/7/2023,27.3,25.0,28.0,1.2,13.1,1003.8,Rainy
25/7/2023,27.1,24.8,28.0,0.2,16.3,1005.5,Rainy
26/7/2023,26.3,25.0,28.0,0.0,14.7,1006.5,Sunny
27/7/2023,26.3,24.4,28.2,0.0,15.8,1006.9,Windy
28/7/2023,26.7,24.6,28.0,0.0,15.7,1007.1,Windy
29/7/2023,27.6,24.6,29.2,0.0,15.0,1007.5,Sunny
30/7/2023,28.3,25.6,30.0,1.0,14.8,1006.7,Rainy
2/8/2023,28.7,26.8,30.8,0.0,15.0,1006.9,Sunny
3/8/2023,28.3,26.8,30.0,0.0,16.2,1006.2,Windy
5/8/2023,28.8,26.0,30.0,0.0,16.1,1009.1,Windy
6/8/2023,28.6,27.0,30.4,3.4,16.2,1008.7,Rainy
7/8/2023,28.7,27.5,31.0,0.0,15.1,1007.1,Windy
8/8/2023,28.9,27.0,31.0,0.0,16.2,1007.4,Windy
10/8/2023,28.6,26.0,31.3,2.8,14.5,1010.1,Rainy
11/8/2023,28.7,26.2,31.3,3.0,15.6,1009.6,Rainy
13/8/2023,28.9,26.8,31.2,0.0,16.1,1007.8,Windy
14/8/2023,29.1,27.0,31.0,0.0,16.3,1008.1,Windy
15/8/2023,29.0,27.0,30.4,0.0,13.8,1008.2,Sunny
16/8/2023,29.0,28.0,31.2,1.8,14.4,1009.2,Rainy
17/8/2023,29.0,28.0,31.0,0.0,15.2,1009.2,Windy
18/8/2023,29.2,27.0,31.0,0.0,13.9,1008.1,Sunny
19/8/2023,28.6,26.0,30.0,0.0,14.1,1006.6,Sunny
20/8/2023,28.7,26.0,30.0,0.0,14.1,1006.6,Sunny
21/8/2023,28.2,25.4,31.2,0.0,13.5,1007.2,Sunny
22/8/2023,27.6,25.2,29.0,0.0,8.5,1007.3,Sunny
23/8/2023,28.3,25.2,30.2,0.0,12.4,1007.2,Sunny
24/8/2023,28.4,26.1,30.8,2.2,12.9,1006.2,Rainy
25/8/2023,28.5,27.0,31.0,0.6,14.1,1006.2,Rainy
26/8/2023,27.4,24.0,30.0,0.0,14.3,1007.7,Sunny
27/8/2023,27.2,24.8,30.8,0.0,11.8,1008.9,Sunny
28/8/2023,28.3,25.0,30.6,0.0,10.7,1008.3,Sunny
29/8/2023,28.9,25.6,31.2,0.8,11.0,1008.1,Rainy
30/8/2023,29.0,25.4,31.6,2.4,9.9,1008.9,Rainy
31/8/2023,29.5,25.4,32.0,0.0,10.0,1008.6,Sunny
1/9/2023,29.6,27.2,32.0,0.0,10.1,1008.5,Sunny
2/9/2023,27.8,25.4,29.0,0.0,9.6,1008.5,Sunny
3/9/2023,27.1,24.2,28.0,0.0,9.7,1007.6,Sunny
4/9/2023,28.8,25.0,32.0,0.0,9.8,1006.5,Sunny
5/9/2023,29.2,24.6,32.0,0.0,8.9,1005.9,Sunny
6/9/2023,29.5,25.7,32.0,1.6,11.2,1005.8,Rainy
7/9/2023,26.4,24.4,29.0,0.0,10.6,1005.5,Sunny
8/9/2023,27.2,23.8,29.0,0.0,12.4,1005.7,Sunny
9/9/2023,28.8,24.2,30.0,0.0,13.3,1005.7,Sunny
10/9/2023,29.1,26.8,31.6,0.0,14.2,1006.0,Sunny
11/9/2023,29.2,26.5,31.6,0.0,13.2,1006.4,Sunny
12/9/2023,29.1,26.6,31.6,0.0,14.0,1007.3,Sunny
14/9/2023,26.8,25.0,31.2,0.0,9.6,1006.6,Sunny
15/9/2023,28.4,23.8,31.8,0.0,10.2,1006.5,Sunny
16/9/2023,28.8,25.0,30.2,0.0,15.8,1005.9,Windy
17/9/2023,28.2,25.0,30.6,0.4,14.1,1005.1,Rainy
18/9/2023,28.1,25.6,31.6,0.02,12.9,1004.9,Sunny
19/9/2023,29.6,25.2,32.0,0.0,12.6,1006.3,Sunny
20/9/2023,27.8,25.8,32.0,1.5051859799713876,10.1,1006.9,Rainy
21/9/2023,28.2,25.7,32.6,1.5051859799713876,9.8,1007.6,Rainy
22/9/2023,27.1,25.4,28.2,0.79,6.1,1007.9,Rainy
23/9/2023,26.8,25.4,29.0,2.72,6.4,1008.7,Rainy
24/9/2023,26.7,24.6,29.2,0.59,6.1,1009.1,Rainy
25/9/2023,28.2,24.8,31.2,0.35,8.3,1007.8,Rainy
26/9/2023,28.4,25.4,31.0,0.0,9.6,1007.4,Sunny
27/9/2023,27.2,25.0,30.2,0.43,9.0,1007.1,Rainy
28/9/2023,28.2,23.9,33.0,0.16,7.4,1005.5,Rainy
29/9/2023,28.7,24.7,33.2,0.0,7.0,1004.8,Sunny
30/9/2023,29.1,24.4,33.0,0.01,9.5,1004.6,Sunny
1/10/2023,28.4,25.0,31.0,0.0,10.4,1005.7,Sunny
2/10/2023,28.3,24.4,31.0,0.79,12.1,1008.7,Rainy
3/10/2023,28.6,25.0,30.6,0.71,9.0,1009.9,Rainy
4/10/2023,28.9,26.2,31.6,0.16,9.1,1010.6,Rainy
5/10/2023,29.2,25.8,32.2,0.35,8.7,1010.2,Rainy
6/10/2023,29.1,25.6,31.8,0.59,10.0,1009.3,Rainy
7/10/2023,29.3,26.0,32.6,0.28,9.3,1009.6,Rainy
8/10/2023,29.9,26.0,33.0,0.01,9.7,1010.3,Sunny
9/10/2023,30.9,27.4,36.0,0.28,8.6,1011.5,Rainy
10/10/2023,30.4,26.6,35.0,0.55,9.2,1011.6,Rainy
11/10/2023,30.1,27.2,33.0,2.6,11.2,1011.5,Rainy
12/10/2023,30.3,26.2,34.2,1.3,8.4,1011.4,Rainy
13/10/2023,30.7,27.8,34.4,0.98,8.1,1011.9,Rainy
14/10/2023,30.9,27.2,34.4,0.35,8.8,1011.9,Rainy
15/10/2023,30.8,27.6,34.4,2.05,9.4,1010.5,Rainy
16/10/2023,31.1,28.0,35.4,0.03,9.0,1010.1,Sunny
17/10/2023,30.8,27.4,34.2,0.08,7.8,1011.4,Sunny
18/10/2023,31.7,28.4,37.0,0.55,8.2,1012.1,Rainy
19/10/2023,31.0,25.2,36.0,0.75,8.9,1011.8,Rainy
20/10/2023,31.0,26.6,36.0,0.94,7.8,1011.5,Rainy
23/10/2023,31.1,26.4,36.0,0.16,9.0,1011.7,Rainy
24/10/2023,30.9,25.2,36.0,0.75,8.7,1011.3,Rainy
26/10/2023,30.1,24.0,36.0,0.0,9.9,1012.9,Sunny
28/10/2023,30.1,22.8,36.0,0.2,8.9,1011.4,Rainy
29/10/2023,29.8,23.0,35.0,1.93,8.6,1011.1,Rainy
30/10/2023,30.1,24.4,36.0,0.04,8.4,1010.8,Sunny
31/10/2023,29.9,24.4,36.0,1.97,9.1,1011.7,Rainy
1/11/2023,30.0,24.0,35.0,3.66,8.4,1012.3,Rainy
2/11/2023,29.9,23.4,36.0,3.11,8.0,1011.6,Rainy
3/11/2023,30.5,24.0,36.0,3.66,8.3,1009.8,Rainy
5/11/2023,30.4,25.4,35.2,1.65,9.3,1010.7,Rainy
6/11/2023,30.0,24.6,35.0,1.81,8.2,1012.1,Rainy
7/11/2023,29.7,23.6,35.0,2.68,8.4,1012.0,Rainy
8/11/2023,29.2,25.0,34.0,3.66,9.1,1011.6,Rainy
9/11/2023,29.6,26.2,34.0,0.0,10.7,1012.2,Sunny
10/11/2023,29.5,26.0,34.4,0.35,8.1,1013.3,Rainy
11/11/2023,30.8,26.0,36.0,0.35,9.6,1013.5,Rainy
12/11/2023,31.3,25.2,36.0,0.59,6.9,1013.5,Rainy
13/11/2023,30.6,25.4,36.0,0.47,8.7,1012.9,Rainy
14/11/2023,29.6,24.2,35.0,0.08,8.1,1012.6,Sunny
15/11/2023,29.4,24.2,34.6,0.28,8.5,1012.5,Rainy
16/11/2023,29.0,24.4,34.4,0.75,7.8,1012.8,Rainy
18/11/2023,29.0,23.2,34.6,0.47,8.7,1011.9,Rainy
19/11/2023,29.3,23.2,34.0,0.39,7.4,1011.8,Rainy
20/11/2023,30.6,25.4,35.4,0.91,8.5,1011.9,Rainy
21/11/2023,30.4,26.0,35.2,0.12,9.3,1011.9,Rainy
22/11/2023,29.7,24.8,35.2,0.12,10.7,1011.3,Rainy
23/11/2023,29.0,23.4,34.8,0.12,8.2,1009.7,Rainy
24/11/2023,30.0,24.0,35.6,0.31,8.7,1009.4,Rainy
25/11/2023,30.2,25.6,34.8,1.5051859799713876,8.7,1011.2,Rainy
26/11/2023,26.8,22.7,32.0,1.5051859799713876,11.4,1011.4,Rainy
27/11/2023,27.7,22.0,30.0,1.5051859799713876,9.6,1011.0,Rainy
28/11/2023,27.3,23.5,31.0,1.5051859799713876,9.0,1010.2,Rainy
29/11/2023,26.6,22.6,30.6,0.12,8.1,1011.2,Rainy
30/11/2023,26.5,21.2,31.4,0.01,8.2,1011.6,Sunny
1/12/2023,26.7,22.2,30.0,0.0,8.6,1011.3,Sunny
2/12/2023,27.6,22.8,31.2,1.5051859799713876,7.7,1010.2,Rainy
3/12/2023,29.2,24.6,34.0,1.5051859799713876,7.8,1010.3,Rainy
4/12/2023,29.4,24.8,33.0,1.5051859799713876,9.0,1009.6,Rainy
5/12/2023,28.7,25.4,33.0,0.16,9.1,1008.8,Rainy
6/12/2023,28.4,25.2,33.0,2.28,11.5,1009.6,Rainy
7/12/2023,27.5,23.4,31.0,3.27,9.2,1010.8,Rainy
8/12/2023,27.8,23.4,32.0,0.39,9.8,1011.3,Rainy
9/12/2023,28.0,22.8,32.4,0.2,8.6,1012.2,Rainy
10/12/2023,28.4,22.6,33.4,0.43,8.3,1011.1,Rainy
11/12/2023,28.0,23.0,32.2,0.24,8.2,1011.6,Rainy
12/12/2023,27.3,22.2,32.0,0.0,8.4,1010.9,Sunny
13/12/2023,27.2,21.0,32.0,0.12,7.4,1011.5,Rainy
14/12/2023,28.0,22.6,34.4,0.02,8.5,1012.6,Sunny
15/12/2023,27.5,22.0,33.0,0.0,9.0,1013.9,Sunny
16/12/2023,27.3,20.6,32.2,0.87,9.6,1013.3,Rainy
17/12/2023,27.7,21.4,33.0,0.47,11.3,1012.2,Rainy
18/12/2023,28.2,25.0,32.4,0.94,11.5,1013.1,Rainy
19/12/2023,27.7,25.0,32.8,0.39,11.7,1013.9,Rainy
20/12/2023,27.0,22.6,32.2,0.24,9.8,1013.7,Rainy
21/12/2023,27.8,23.2,33.0,0.28,8.7,1012.9,Rainy
22/12/2023,28.0,23.6,32.0,1.0,7.2,1012.8,Rainy
23/12/2023,28.1,21.2,34.0,0.4,8.0,1013.4,Rainy
25/12/2023,28.8,25.0,34.0,0.0,9.4,1014.6,Sunny
26/12/2023,28.2,22.0,35.0,0.0,7.1,1014.6,Sunny
27/12/2023,27.9,21.0,34.0,0.0,7.3,1014.8,Sunny
28/12/2023,27.8,21.6,34.0,0.0,8.7,1013.3,Sunny
29/12/2023,28.1,21.4,34.0,0.0,7.1,1013.3,Sunny
30/12/2023,27.9,21.6,33.0,0.0,7.5,1012.8,Sunny
31/12/2023,27.7,21.8,34.0,0.0,6.7,1012.3,Sunny
1/1/2024,27.2,21.6,32.0,0.2,6.9,1012.6,Rainy
