date,tavg,tmin,tmax,prcp,wspd,pres,weather_type
1/1/2016,28.6,15.7,35.3,0.0,6.3,1008.7639084507042,Sunny
2/1/2016,26.9,15.0,33.2,0.0,5.5,1008.7639084507042,Sunny
4/1/2016,27.1,14.0,34.0,0.0,6.4,1015.3,Sunny
5/1/2016,27.3,14.8,32.6,0.0,5.8,1014.4,Sunny
6/1/2016,27.4,15.2,33.3,0.0,4.9,1014.2,Sunny
7/1/2016,26.7,19.0,32.1,1.0,5.7,1008.7639084507042,Rainy
9/1/2016,26.6,17.2,32.3,0.0,6.2,1013.8,Sunny
10/1/2016,26.3,16.4,33.8,0.0,6.8,1014.1,Sunny
11/1/2016,26.5,17.0,33.7,0.4,7.2,1008.7639084507042,Rainy
12/1/2016,25.0,18.4,30.0,0.0,7.5,1008.7639084507042,Sunny
14/1/2016,24.0,17.6,28.0,0.0,7.2,1012.6,Sunny
15/1/2016,24.0,17.2,27.2,0.6,7.6,1012.2,Rainy
16/1/2016,24.4,17.2,28.4,0.0,5.6,1008.7639084507042,Sunny
17/1/2016,23.9,16.5,29.0,0.0,6.5,1011.5,Sunny
18/1/2016,24.0,16.0,28.8,0.0,6.7,1008.7639084507042,Sunny
19/1/2016,23.8,15.0,28.2,0.0,9.4,1012.0,Sunny
21/1/2016,25.2,15.2,30.2,0.01,9.4,1008.7639084507042,Sunny
22/1/2016,25.6,20.8,31.6,0.31,11.5,1008.7639084507042,Rainy
23/1/2016,26.4,16.0,33.8,0.0,8.4,1014.4,Sunny
24/1/2016,27.0,16.4,33.0,0.43,7.7,1014.5,Rainy
25/1/2016,25.3,15.1,31.4,0.01,6.4,1013.6,Sunny
27/1/2016,24.0,17.6,29.0,0.0,8.5,1008.7639084507042,Sunny
28/1/2016,26.0,14.0,32.0,0.47,6.7,1008.7639084507042,Rainy
29/1/2016,27.1,17.0,32.8,1.06,6.8,1008.7639084507042,Rainy
30/1/2016,27.1,18.2,32.0,0.79,8.7,1008.7639084507042,Rainy
31/1/2016,26.8,18.0,31.0,0.04,7.2,1013.3,Sunny
1/2/2016,26.9,18.6,31.6,2.8,7.6,1014.2,Rainy
2/2/2016,26.8,17.5,33.0,0.98,7.5,1014.2,Rainy
3/2/2016,25.7,15.0,32.4,0.0,7.3,1013.8,Sunny
4/2/2016,24.9,14.3,30.4,0.75,7.8,1013.1,Rainy
5/2/2016,24.0,16.4,28.0,0.03,8.3,1008.7639084507042,Sunny
6/2/2016,24.1,16.9,27.4,0.0,7.6,1011.7,Sunny
7/2/2016,23.7,16.8,32.2375772134523,0.0,10.453587366975626,1008.7639084507042,Sunny
8/2/2016,24.7,16.0,29.8,0.08,7.3,1013.0,Sunny
9/2/2016,25.8,17.6,30.0,0.24,8.3,1012.0,Rainy
10/2/2016,26.2,19.2,30.2,0.04,7.6,1011.9,Sunny
11/2/2016,24.3,19.1,27.4,0.24,10.6,1012.3,Rainy
12/2/2016,24.0,17.7,27.2,0.91,10.2,1013.0,Rainy
13/2/2016,24.2,16.8,28.0,0.08,10.1,1013.6,Sunny
14/2/2016,25.1,16.4,30.0,1.46,10.4,1008.7639084507042,Rainy
15/2/2016,25.6,16.4,30.0,2.05,7.5,1008.7639084507042,Rainy
16/2/2016,26.1,18.6,31.4,1.54,9.0,1012.6,Rainy
17/2/2016,26.4,21.4,31.0,2.01,8.6,1013.0,Rainy
18/2/2016,26.7,18.6,31.0,3.58,7.4,1012.4,Rainy
19/2/2016,26.8,20.7,31.0,0.63,9.2,1008.7639084507042,Rainy
20/2/2016,28.0,21.0,31.0,3.66,9.1,1014.3,Rainy
21/2/2016,28.6,21.4,32.0,1.93,8.8,1013.2,Rainy
22/2/2016,27.1,18.6,32.0,0.71,10.4,1013.6,Rainy
23/2/2016,26.3,17.4,31.0,0.16,8.7,1011.2,Rainy
24/2/2016,25.7,20.0,30.0,0.28,9.7,1011.2,Rainy
25/2/2016,25.9,19.6,30.0,0.04,8.2,1012.2,Sunny
26/2/2016,26.8,18.8,31.0,0.24,5.8,1013.0,Rainy
27/2/2016,28.1,20.2,33.0,0.0,7.3,1012.8,Sunny
28/2/2016,27.8,22.0,31.8,0.39,7.6,1013.8,Rainy
29/2/2016,28.2,23.0,32.0,0.0,6.4,1008.7639084507042,Sunny
1/3/2016,29.3,20.2,34.2,0.12,6.7,1011.8,Rainy
2/3/2016,29.7,23.2,33.2,0.02,7.2,1012.4,Sunny
3/3/2016,31.3,24.6,35.0,0.01,9.0,1013.5,Sunny
4/3/2016,28.4,23.0,33.6,1.02,8.9,1012.9,Rainy
5/3/2016,28.9,20.7,33.0,2.68,8.5,1011.2,Rainy
6/3/2016,28.1,19.9,33.0,2.87,8.8,1011.3,Rainy
7/3/2016,28.6,20.0,33.0,2.24,7.8,1008.7639084507042,Rainy
9/3/2016,29.2,22.6,34.0,3.11,10.7,1010.7,Rainy
10/3/2016,29.9,19.2,35.0,0.87,9.2,1011.1,Rainy
11/3/2016,30.0,22.4,35.0,1.61,9.9,1008.7639084507042,Rainy
12/3/2016,28.0,21.6,31.6,3.43,10.2,1011.2,Rainy
13/3/2016,26.9,23.0,30.2,1.1,10.4,1012.6,Rainy
14/3/2016,26.7,20.6,30.0,0.0,11.6,1012.9,Sunny
15/3/2016,28.2,22.3,31.0,0.2,10.9,1011.4,Rainy
16/3/2016,27.3,21.2,30.2,0.35,9.8,1011.1,Rainy
17/3/2016,27.8,22.0,31.0,0.16,8.2,1011.5,Rainy
18/3/2016,29.3,21.6,33.0,0.2,8.3,1011.0,Rainy
19/3/2016,31.9,23.4,37.0,0.16,8.9,1010.7,Rainy
20/3/2016,31.2,26.8,37.0,0.08,9.9,1008.7639084507042,Sunny
21/3/2016,30.7,23.3,35.6,0.08,10.3,1011.2,Sunny
22/3/2016,30.3,20.4,34.6,0.51,9.3,1008.7639084507042,Rainy
23/3/2016,31.6,21.5,37.6,0.08,9.8,1008.4,Sunny
24/3/2016,28.9,23.4,32.2,0.24,10.7,1010.7,Rainy
25/3/2016,28.4,24.0,32.2,0.08,10.0,1008.7639084507042,Sunny
26/3/2016,29.3,23.8,31.8,0.12,8.5,1011.5,Rainy
27/3/2016,31.3,23.4,36.0,0.0,8.2,1008.7639084507042,Sunny
28/3/2016,30.6,21.0,35.2,0.03,9.1,1011.0,Sunny
29/3/2016,29.1,22.2,33.6,0.87,9.3,1011.6,Rainy
30/3/2016,29.1,22.2,34.0,0.01,9.6,1011.9,Sunny
31/3/2016,28.4,22.8,33.0,0.02,10.8,1008.7639084507042,Sunny
1/4/2016,28.3,23.4,32.0,0.04,10.5,1008.7639084507042,Sunny
2/4/2016,28.2,23.4,31.6,0.2,10.6,1010.1,Rainy
3/4/2016,28.7,23.4,31.2,0.16,10.4,1008.7639084507042,Rainy
4/4/2016,29.4,23.6,32.0,0.43,9.3,1008.7639084507042,Rainy
5/4/2016,28.7,24.8,31.8,2.13,11.1,1009.4,Rainy
6/4/2016,29.0,22.5,32.0,0.2,9.6,1010.5,Rainy
7/4/2016,30.1,23.4,33.6,0.01,10.8,1009.9,Sunny
8/4/2016,31.2,24.0,36.0,0.02,11.6,1009.2,Sunny
9/4/2016,30.8,25.4,35.0,0.16,11.4,1009.4,Rainy
10/4/2016,30.6,23.8,34.0,2.13,12.3,1010.7,Rainy
12/4/2016,31.1,24.2,35.8,0.55,11.0,1008.8,Rainy
13/4/2016,29.1,23.4,33.0,0.0,10.8,1007.8,Sunny
14/4/2016,29.4,22.8,34.0,0.59,8.4,1007.6,Rainy
15/4/2016,29.8,22.2,34.0,0.12,11.6,1008.5,Rainy
16/4/2016,29.2,23.4,32.4,3.54,12.1,1008.7,Rainy
17/4/2016,29.1,22.7,32.4,1.22,9.7,1008.6,Rainy
18/4/2016,30.2,24.4,33.4,2.36,10.7,1007.9,Rainy
19/4/2016,30.7,25.0,34.0,3.46,12.1,1008.1,Rainy
21/4/2016,29.0,25.3,32.2,0.35,10.5,1009.7,Rainy
22/4/2016,28.6,24.0,31.6,0.0,12.2,1009.9,Sunny
23/4/2016,29.0,26.2,32.0,0.31,12.3,1008.2,Rainy
24/4/2016,29.1,25.4,32.4,0.51,10.5,1007.2,Rainy
25/4/2016,29.0,24.0,32.2,0.04,8.8,1007.8,Sunny
26/4/2016,29.8,22.6,33.2,0.0,9.8,1009.0,Sunny
27/4/2016,33.0,25.4,37.8,1.5051859799713876,11.5,1007.3,Rainy
28/4/2016,31.6,25.0,36.0,1.5051859799713876,10.0,1006.8,Rainy
29/4/2016,30.3,25.9,33.4,1.5051859799713876,10.5,1008.4,Rainy
30/4/2016,29.9,25.0,34.2,1.5051859799713876,10.6,1009.0,Rainy
1/5/2016,29.9,25.0,33.6,1.5051859799713876,10.1,1008.4,Rainy
2/5/2016,30.2,25.6,33.4,0.0,10.9,1008.6,Sunny
3/5/2016,30.2,24.8,34.0,0.01,9.7,1007.9,Sunny
5/5/2016,30.1,26.8,33.2,0.02,9.4,1008.6,Sunny
6/5/2016,29.8,25.4,32.8,2.52,11.0,1008.6,Rainy
7/5/2016,29.9,25.1,32.6,0.16,10.0,1008.4,Rainy
8/5/2016,30.2,26.2,33.2,1.26,11.1,1009.5,Rainy
9/5/2016,30.1,26.5,33.2,0.04,9.1,1008.9,Sunny
10/5/2016,30.2,26.4,33.6,0.0,9.0,1008.5,Sunny
12/5/2016,30.4,26.1,33.2,2.48,11.9,1006.7,Rainy
13/5/2016,30.8,26.5,33.6,0.01,11.2,1006.8,Sunny
14/5/2016,31.2,27.4,33.8,0.0,12.0,1007.9,Sunny
15/5/2016,30.9,25.8,34.0,3.0,11.0,1007.5,Rainy
16/5/2016,30.8,26.8,33.6,0.2,10.9,1005.2,Rainy
17/5/2016,30.8,27.4,34.3,1.02,11.6,1003.2,Rainy
18/5/2016,31.0,27.8,34.2,0.0,13.2,1008.7639084507042,Sunny
19/5/2016,31.3,28.6,34.0,2.01,14.2,1002.4,Rainy
20/5/2016,31.4,29.2,34.4,0.0,13.8,1004.0,Sunny
21/5/2016,31.3,29.0,34.6,0.75,16.3,1006.2,Rainy
22/5/2016,31.5,29.0,34.6,1.61,14.7,1007.7,Rainy
23/5/2016,31.5,28.9,34.8,1.46,16.3,1008.7639084507042,Rainy
24/5/2016,31.6,29.0,35.0,1.5051859799713876,15.4,1007.6,Rainy
25/5/2016,31.4,29.2,35.0,0.02,15.5,1006.9,Windy
26/5/2016,31.6,29.0,35.2,0.03,15.1,1007.5,Windy
27/5/2016,31.6,28.8,35.0,0.0,13.3,1008.4,Sunny
28/5/2016,31.4,28.8,35.0,0.01,13.1,1007.9,Sunny
29/5/2016,31.6,29.0,34.2,0.28,14.2,1007.3,Rainy
30/5/2016,31.6,29.0,35.0,0.35,12.9,1006.6,Rainy
31/5/2016,32.1,27.7,35.0,2.32,12.9,1007.3,Rainy
1/6/2016,32.0,29.0,34.0,2.05,16.7,1008.7639084507042,Rainy
2/6/2016,32.2,29.0,32.2375772134523,0.08,10.453587366975626,1008.7639084507042,Sunny
3/6/2016,31.9,28.0,34.8,0.02,12.5,1006.5,Sunny
4/6/2016,31.7,28.8,34.2,0.01,14.2,1006.4,Sunny
5/6/2016,30.8,27.6,33.2,0.04,12.8,1006.7,Sunny
6/6/2016,31.3,29.3,34.0,0.63,11.3,1008.7639084507042,Rainy
7/6/2016,31.6,28.6,34.0,1.26,11.9,1005.9,Rainy
9/6/2016,31.9,29.0,34.6,2.09,14.1,1005.1,Rainy
10/6/2016,31.7,29.2,34.6,0.08,12.8,1005.8,Sunny
11/6/2016,29.6,26.0,31.2,0.08,13.3,1006.8,Sunny
12/6/2016,31.7,27.4,34.4,1.14,15.0,1006.5,Rainy
13/6/2016,31.8,29.0,34.8,0.79,16.5,1007.1,Rainy
14/6/2016,31.4,28.8,34.8,0.08,15.9,1006.3,Windy
18/6/2016,31.4,25.1,33.4,1.69,15.6,1005.1,Rainy
19/6/2016,28.8,25.0,32.0,0.67,12.5,1004.0,Rainy
20/6/2016,27.7,23.2,29.2,0.24,9.6,1002.5,Rainy
25/6/2016,26.7,24.3,27.0,0.2,13.1,1004.9,Rainy
26/6/2016,26.6,23.4,29.4,0.12,13.5,1004.5,Rainy
27/6/2016,27.1,24.4,29.0,0.63,11.9,1002.7,Rainy
28/6/2016,26.7,24.6,29.0,1.5,9.7,1002.3,Rainy
29/6/2016,26.6,23.0,28.0,3.74,11.0,1003.8,Rainy
30/6/2016,26.9,24.6,31.0,1.5,13.0,1003.6,Rainy
1/7/2016,27.8,23.6,30.0,0.39,10.5,1008.7639084507042,Rainy
2/7/2016,27.2,24.6,28.0,0.08,16.7,1001.7,Windy
3/7/2016,27.9,24.8,30.0,0.2,16.4,1002.2,Rainy
4/7/2016,27.6,24.5,30.4,0.71,13.3,1003.6,Rainy
5/7/2016,27.4,24.1,31.0,0.0,12.4,1003.7,Sunny
6/7/2016,28.7,24.2,30.0,0.0,12.8,1004.1,Sunny
7/7/2016,28.9,25.9,29.2,0.16,13.9,1005.0,Rainy
8/7/2016,28.4,28.0,29.4,0.04,14.4,1004.0,Sunny
9/7/2016,28.8,25.4,30.0,0.04,16.9,1002.6,Windy
12/7/2016,28.4,27.0,30.0,0.0,16.6,1002.9,Windy
13/7/2016,28.2,24.0,30.4,1.5051859799713876,16.6,1008.7639084507042,Rainy
14/7/2016,27.0,25.0,30.4,0.0,12.2,1004.0,Sunny
15/7/2016,28.2,24.3,31.4,1.5051859799713876,12.8,1004.9,Rainy
16/7/2016,28.1,26.0,30.8,0.08,14.6,1005.4,Sunny
17/7/2016,27.6,23.9,31.6,0.12,11.8,1007.5,Rainy
18/7/2016,27.3,24.4,29.0,0.35,13.5,1008.2,Rainy
19/7/2016,26.4,23.4,27.0,0.31,13.2,1008.1,Rainy
20/7/2016,27.5,24.0,30.0,0.16,12.5,1008.7639084507042,Rainy
21/7/2016,26.1,23.7,27.8,0.08,7.2,1006.1,Sunny
22/7/2016,27.6,23.6,29.2,0.03,12.8,1004.6,Sunny
23/7/2016,27.5,23.6,31.7,0.08,11.7,1003.9,Sunny
24/7/2016,27.7,24.2,30.0,0.16,9.2,1004.2,Rainy
25/7/2016,27.7,24.7,29.4,0.59,8.5,1004.8,Rainy
26/7/2016,26.4,25.0,28.0,0.55,8.7,1005.6,Rainy
27/7/2016,25.9,23.4,29.0,0.43,8.7,1006.4,Rainy
28/7/2016,25.8,22.9,29.4,0.24,8.4,1006.8,Rainy
29/7/2016,25.8,22.4,28.0,0.02,7.7,1006.1,Sunny
30/7/2016,27.1,23.0,29.0,0.28,11.3,1005.3,Rainy
31/7/2016,26.5,25.0,28.0,0.43,12.9,1006.2,Rainy
5/8/2016,26.9,24.0,28.0,0.98,17.3,1002.6,Rainy
7/8/2016,28.4,25.2,30.0,0.35,17.2,1004.8,Rainy
11/8/2016,27.8,24.9,30.4,0.51,16.4,1007.7,Rainy
12/8/2016,28.1,25.1,30.4,0.01,16.0,1008.7639084507042,Windy
13/8/2016,28.5,25.9,30.6,0.0,16.1,1007.1,Windy
16/8/2016,28.6,26.2,30.6,0.63,17.1,1008.7639084507042,Rainy
17/8/2016,28.3,26.0,31.2,0.12,15.7,1004.9,Rainy
18/8/2016,28.5,24.4,31.0,0.2,14.7,1004.8,Rainy
19/8/2016,28.3,25.7,31.0,0.0,15.0,1008.7639084507042,Sunny
20/8/2016,28.6,25.4,30.2,0.03,14.0,1005.1,Sunny
21/8/2016,28.6,25.8,30.6,0.0,14.1,1005.3,Sunny
22/8/2016,27.8,27.0,30.2,0.04,14.1,1006.1,Sunny
23/8/2016,27.2,23.8,29.0,0.02,12.8,1008.7639084507042,Sunny
24/8/2016,28.1,24.7,30.6,0.31,14.1,1008.7639084507042,Rainy
25/8/2016,28.3,24.8,31.8,0.0,14.8,1008.7639084507042,Sunny
26/8/2016,26.3,24.4,28.0,0.08,7.8,1006.6,Sunny
27/8/2016,25.7,24.0,27.0,0.0,7.8,1006.5,Sunny
28/8/2016,26.8,23.7,28.0,0.35,11.4,1006.4,Rainy
29/8/2016,27.9,25.0,30.8,0.02,11.9,1006.2,Sunny
30/8/2016,27.9,25.5,29.8,0.04,11.9,1005.4,Sunny
31/8/2016,28.2,25.0,30.8,0.0,11.9,1005.8,Sunny
1/9/2016,28.2,25.4,32.2375772134523,1.5051859799713876,10.453587366975626,1008.7639084507042,Rainy
2/9/2016,27.2,25.2,30.0,0.35,12.2,1008.7639084507042,Rainy
3/9/2016,27.4,23.6,30.2,0.0,10.5,1007.6,Sunny
4/9/2016,28.4,23.9,31.2,0.08,14.1,1009.8,Sunny
5/9/2016,28.4,25.2,31.2,0.01,14.4,1010.6,Sunny
6/9/2016,28.4,25.2,31.2,0.0,12.3,1010.6,Sunny
7/9/2016,27.6,25.4,30.6,0.0,13.4,1009.6,Sunny
8/9/2016,27.9,24.0,31.4,0.0,10.2,1008.7639084507042,Sunny
9/9/2016,27.2,24.0,31.8,0.0,10.7,1010.8,Sunny
10/9/2016,27.8,22.6,30.8,0.0,10.6,1009.9,Sunny
11/9/2016,27.8,24.2,30.8,0.0,10.9,1008.6,Sunny
12/9/2016,28.3,23.4,31.4,0.0,10.1,1008.0,Sunny
13/9/2016,28.0,23.6,30.0,0.0,9.4,1008.4,Sunny
14/9/2016,28.9,23.9,31.0,0.2,9.2,1008.1,Rainy
15/9/2016,26.2,25.0,29.0,0.0,11.3,1006.7,Sunny
16/9/2016,26.9,23.4,28.0,0.0,8.9,1005.0,Sunny
17/9/2016,26.7,23.0,29.0,0.0,11.5,1008.7639084507042,Sunny
18/9/2016,26.3,23.6,27.0,0.0,14.5,1005.4,Sunny
19/9/2016,26.6,23.0,29.0,0.0,12.2,1008.1,Sunny
20/9/2016,25.2,23.0,28.0,0.0,10.4,1008.2,Sunny
21/9/2016,25.9,22.0,27.0,0.0,10.7,1008.0,Sunny
22/9/2016,27.1,22.8,29.0,0.0,12.0,1007.8,Sunny
23/9/2016,27.0,24.2,28.0,0.0,12.1,1005.9,Sunny
24/9/2016,27.3,23.0,29.0,0.0,11.0,1004.9,Sunny
25/9/2016,27.4,23.4,29.2,0.0,10.4,1006.3,Sunny
26/9/2016,28.7,24.8,31.0,0.0,11.4,1008.3,Sunny
27/9/2016,28.1,25.2,29.4,0.0,12.2,1009.2,Sunny
28/9/2016,28.3,24.4,30.0,0.0,10.9,1008.7639084507042,Sunny
29/9/2016,28.3,24.4,31.0,0.0,10.9,1008.1,Sunny
30/9/2016,28.0,22.5,30.8,0.0,9.9,1007.6,Sunny
1/10/2016,26.3,24.5,28.0,0.0,10.0,1007.4,Sunny
2/10/2016,25.1,23.0,26.2,0.0,10.5,1008.3,Sunny
3/10/2016,25.7,23.0,27.2,0.0,9.2,1007.4,Sunny
4/10/2016,25.6,23.4,27.0,0.8,9.8,1007.7,Rainy
5/10/2016,26.3,22.4,29.0,0.0,10.5,1008.5,Sunny
6/10/2016,26.9,23.3,31.0,0.0,11.6,1008.9,Sunny
7/10/2016,27.7,24.0,31.0,0.0,11.5,1008.8,Sunny
8/10/2016,28.0,23.4,31.6,0.0,11.6,1008.9,Sunny
9/10/2016,28.2,23.6,31.0,0.0,9.9,1008.7,Sunny
10/10/2016,28.7,24.8,31.2,0.0,8.7,1008.7,Sunny
11/10/2016,28.5,24.0,31.6,0.0,9.9,1009.5,Sunny
12/10/2016,28.2,23.4,31.4,0.2,10.1,1009.4,Rainy
13/10/2016,28.2,22.6,34.0,0.0,11.1,1009.9,Sunny
14/10/2016,29.1,22.4,33.2,0.0,10.0,1009.9,Sunny
15/10/2016,29.4,21.5,33.3,0.0,9.3,1010.0,Sunny
16/10/2016,29.6,24.8,32.8,1.2,9.2,1010.8,Rainy
17/10/2016,30.3,24.4,34.0,0.0,9.0,1010.3,Sunny
18/10/2016,31.4,25.0,36.0,1.6,9.2,1009.3,Rainy
19/10/2016,30.8,22.6,35.0,2.4,9.6,1008.6,Rainy
20/10/2016,29.7,20.6,34.8,2.0,8.3,1008.0,Rainy
22/10/2016,29.1,23.4,33.0,0.4,9.2,1010.4,Rainy
23/10/2016,28.8,23.2,32.2375772134523,0.0,10.453587366975626,1008.7639084507042,Sunny
24/10/2016,28.6,23.6,33.0,0.0,9.1,1010.8,Sunny
25/10/2016,28.0,23.4,31.0,0.0,11.6,1010.6,Sunny
26/10/2016,28.0,18.8,33.0,0.0,7.5,1010.7,Sunny
28/10/2016,29.3,19.8,35.0,0.4,9.7,1011.1,Rainy
29/10/2016,28.7,20.2,34.0,0.2,8.4,1010.5,Rainy
30/10/2016,29.0,18.2,34.0,0.0,8.0,1011.0,Sunny
31/10/2016,30.8,20.2,35.8,0.0,9.9,1012.4,Sunny
1/11/2016,30.4,22.2,36.0,0.0,10.1,1008.7639084507042,Sunny
2/11/2016,30.0,22.0,35.0,0.0,11.9,1011.7,Sunny
3/11/2016,28.9,20.4,34.8,0.0,9.0,1011.7,Sunny
4/11/2016,28.0,18.2,33.0,1.6,9.3,1010.6,Rainy
5/11/2016,28.2,19.0,34.0,0.0,9.0,1009.5,Sunny
6/11/2016,28.5,19.0,34.0,0.0,8.3,1010.9,Sunny
7/11/2016,27.9,18.5,33.0,0.0,9.1,1012.7,Sunny
8/11/2016,28.6,16.7,35.0,0.0,8.4,1013.2,Sunny
9/11/2016,28.2,17.0,35.0,0.0,7.8,1013.7,Sunny
10/11/2016,27.2,16.4,33.0,0.0,7.7,1012.9,Sunny
12/11/2016,28.4,17.0,35.0,0.0,7.6,1012.4,Sunny
13/11/2016,28.3,19.4,34.0,2.2,9.8,1013.1,Rainy
14/11/2016,28.2,19.0,34.0,1.6,7.4,1012.6,Rainy
15/11/2016,28.8,19.6,35.0,0.0,10.453587366975626,1011.5,Sunny
16/11/2016,29.9,22.0,35.4,0.0,8.5,1011.8,Sunny
17/11/2016,29.9,23.2,35.4,0.0,10.7,1012.7,Sunny
18/11/2016,28.7,21.8,33.0,0.0,11.3,1011.9,Sunny
19/11/2016,28.3,21.0,35.0,0.0,8.5,1010.4,Sunny
20/11/2016,27.1,16.4,34.4,0.0,7.9,1010.9,Sunny
21/11/2016,27.7,16.4,35.2,0.0,7.6,1011.2,Sunny
22/11/2016,28.1,17.6,35.0,0.0,8.2,1011.0,Sunny
23/11/2016,29.0,17.2,35.4,0.0,8.3,1010.7,Sunny
24/11/2016,28.7,18.8,34.8,3.4,9.5,1011.0,Rainy
25/11/2016,28.3,18.4,34.8,2.6,8.4,1011.0,Rainy
27/11/2016,28.0,16.6,35.0,1.6,7.2,1011.9,Rainy
28/11/2016,28.4,18.0,35.0,0.0,7.2,1011.5,Sunny
29/11/2016,27.4,19.2,32.4,0.0,7.4,1012.4,Sunny
30/11/2016,27.6,18.6,32.4,0.0,5.6,1012.8,Sunny
1/12/2016,28.0,17.6,33.0,0.0,6.2,1012.3,Sunny
2/12/2016,27.9,18.4,35.2,0.2,7.7,1011.9,Rainy
3/12/2016,28.9,18.8,35.0,3.2,9.2,1012.7,Rainy
4/12/2016,29.5,22.6,36.0,0.0,10.1,1013.8,Sunny
5/12/2016,29.8,23.6,34.6,0.2,9.4,1013.2,Rainy
6/12/2016,28.1,22.0,34.2,0.0,7.0,1012.7,Sunny
7/12/2016,27.4,17.4,34.0,0.2,8.8,1008.7639084507042,Rainy
8/12/2016,27.1,17.6,33.0,0.0,8.0,1013.0,Sunny
9/12/2016,26.1,17.0,33.5,0.0,6.8,1012.0,Sunny
10/12/2016,25.8,15.7,31.0,0.0,6.5,1011.5,Sunny
11/12/2016,25.3,15.0,30.4,0.0,8.4,1010.7,Sunny
12/12/2016,27.2,15.8,33.0,0.0,6.2,1008.7639084507042,Sunny
13/12/2016,28.2,16.2,34.0,0.0,7.8,1009.8,Sunny
14/12/2016,28.8,18.2,34.6,0.0,8.3,1010.7,Sunny
15/12/2016,29.3,22.6,33.6,0.0,8.3,1011.8,Sunny
17/12/2016,29.2,21.0,34.0,0.0,10.2,1013.7,Sunny
18/12/2016,28.2,18.8,33.0,1.8,9.4,1014.3,Rainy
19/12/2016,26.6,17.0,32.0,0.0,8.1,1013.9,Sunny
20/12/2016,27.3,18.5,34.0,0.0,8.5,1013.0,Sunny
21/12/2016,27.4,16.4,34.0,0.0,8.3,1014.2,Sunny
22/12/2016,26.2,16.5,32.0,0.2,6.1,1014.0,Rainy
23/12/2016,26.6,16.0,32.0,1.8,6.7,1012.1,Rainy
24/12/2016,25.9,16.0,31.0,1.8,5.3,1010.2,Rainy
25/12/2016,26.1,16.3,32.0,0.0,5.0,1011.1,Sunny
26/12/2016,26.8,15.9,33.0,0.6,6.2,1012.2,Rainy
27/12/2016,26.6,15.4,32.0,1.6,7.9,1012.3,Rainy
28/12/2016,26.6,17.2,33.0,3.2,8.4,1012.4,Rainy
30/12/2016,27.3,15.8,34.8,0.0,8.5,1013.1,Sunny
31/12/2016,26.5,16.8,32.0,0.2,6.2,1012.6,Rainy
1/1/2017,25.9,16.5,31.0,0.0,6.1,1012.7,Sunny
2/1/2017,26.3,16.2,33.0,0.0,5.8,1013.7,Sunny
3/1/2017,26.1,15.4,32.4,0.0,9.0,1013.7,Sunny
4/1/2017,25.6,14.4,31.0,0.0,6.7,1013.4,Sunny
5/1/2017,25.2,14.7,31.0,0.0,6.7,1012.8,Sunny
6/1/2017,24.1,14.6,28.2,0.0,8.4,1012.5,Sunny
7/1/2017,24.2,15.9,28.0,0.0,8.5,1011.2,Sunny
8/1/2017,24.6,17.2,29.0,1.2,8.0,1010.5,Rainy
9/1/2017,24.5,16.8,29.0,0.0,8.9,1011.3,Sunny
14/1/2017,25.5,16.4,32.0,0.0,10.0,1012.0,Sunny
15/1/2017,25.8,18.2,31.8,2.6,7.7,1014.0,Rainy
16/1/2017,25.5,17.4,30.4,0.2,4.7,1014.5,Rainy
18/1/2017,24.8,15.4,29.2,1.0,6.5,1014.3,Rainy
19/1/2017,26.3,17.0,32.0,0.0,8.1,1014.8,Sunny
20/1/2017,26.3,17.1,31.6,0.4,7.2,1014.7,Rainy
21/1/2017,27.1,16.5,32.0,0.0,8.2,1015.0,Sunny
22/1/2017,28.2,18.0,33.2,0.0,8.0,1015.5,Sunny
23/1/2017,29.3,18.4,35.0,0.0,8.2,1014.9,Sunny
24/1/2017,29.1,19.4,35.0,0.0,7.2,1014.1,Sunny
25/1/2017,28.5,19.0,34.0,0.0,7.1,1014.4,Sunny
26/1/2017,27.1,18.8,32.0,0.0,9.3,1014.1,Sunny
27/1/2017,25.1,16.4,31.0,0.0,10.2,1008.7639084507042,Sunny
28/1/2017,28.5,17.0,35.4,0.0,10.3,1013.3,Sunny
29/1/2017,28.6,17.1,34.0,0.0,9.2,1013.4,Sunny
30/1/2017,27.9,17.4,34.0,0.0,7.7,1012.9,Sunny
1/2/2017,26.9,15.9,32.2,0.0,4.6,1008.7639084507042,Sunny
2/2/2017,27.7,18.2,32.0,0.0,7.8,1008.7639084507042,Sunny
3/2/2017,26.4,18.5,30.2,0.0,7.2,1014.1,Sunny
4/2/2017,25.2,18.6,28.2,0.0,8.5,1013.6,Sunny
5/2/2017,24.1,19.9,28.0,0.0,11.8,1014.0,Sunny
7/2/2017,25.3,14.0,30.0,0.2,7.7,1013.0,Rainy
8/2/2017,26.1,17.6,30.0,0.4,8.5,1013.1,Rainy
9/2/2017,26.7,16.8,33.0,0.0,8.1,1012.3,Sunny
11/2/2017,24.9,17.5,29.0,0.0,9.4,1012.1,Sunny
12/2/2017,25.3,15.8,30.0,0.0,7.8,1013.8,Sunny
13/2/2017,27.8,16.4,34.0,0.6,6.7,1014.2,Rainy
15/2/2017,30.2,19.3,37.0,0.4,9.5,1016.3,Rainy
16/2/2017,30.1,19.6,36.0,1.0,8.7,1014.5,Rainy
17/2/2017,30.7,20.0,38.0,0.0,8.9,1013.3,Sunny
